,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
116644,2016,Male,Mauritania,Medicine and Surgery,4
116668,2016,Male,Ethiopia,Laboratories and Medical Technology,4
116693,2016,Male,Indonesia,Therapy and Rehabilitation,4
116716,2016,Male,Kenya,Therapy and Rehabilitation,4
116737,2016,Male,Malaysia,Therapy and Rehabilitation,4
116807,2018,Female,Finland,Therapy and Rehabilitation,4
116820,2018,Female,Immigrant Tribes,Laboratories and Medical Technology,4
116884,2022,Female,Nigeria,Technicians and Health Assistants,4
116914,2022,Female,Mali,Laboratories and Medical Technology,4
116926,2018,Female,Kenya,Medicine and Surgery,4
116962,2022,Female,Morocco,Laboratories and Medical Technology,4
116964,2018,Female,Indonesia,Therapy and Rehabilitation,4
117014,2022,Female,Slovakia,Therapy and Rehabilitation,4
117042,2017,Male,Unknown,Laboratories and Medical Technology,4
117054,2022,Female,South Africa,Medicine and Surgery,4
117152,2018,Female,Bahrain,Nursing and Midwifery,4
117154,2018,Female,Bahrain,Dentistry and Related Specialties,4
117166,2018,Female,Bahrain,Therapy and Rehabilitation,4
117168,2022,Female,Portugal,Laboratories and Medical Technology,4
117213,2022,Female,Immigrant Tribes,Health Administration and Community Health,4
117318,2018,Female,Tunisia,Technicians and Health Assistants,4
117347,2022,Female,France,Dentistry and Related Specialties,4
117353,2018,Female,Syria,Technicians and Health Assistants,4
117357,2018,Female,Syria,Health Administration and Community Health,4
117389,2022,Female,Ethiopia,Dentistry and Related Specialties,4
117398,2018,Female,Myanmar,Nursing and Midwifery,4
117467,2022,Female,Kosovo,Nursing and Midwifery,4
117472,2018,Female,Malaysia,Laboratories and Medical Technology,4
117498,2018,Female,Russia,Medicine and Surgery,4
117513,2018,Female,Romania,Nursing and Midwifery,4
117556,2022,Female,Iraq,Nursing and Midwifery,4
117566,2022,Female,Indonesia,Therapy and Rehabilitation,4
117583,2022,Female,Indonesia,Pharmacists and Pharmacy Technicians,4
117623,2017,Male,Ethiopia,Medicine and Surgery,4
117649,2017,Male,Czech Republic,Technicians and Health Assistants,4
117660,2017,Male,China,Unknown,4
117678,2022,Male,Eritrea,Technicians and Health Assistants,4
117699,2017,Male,Indonesia,Medicine and Surgery,4
117775,2017,Male,Iceland,Medicine and Surgery,4
117781,2022,Male,China,Nursing and Midwifery,4
117785,2017,Male,Ghana,Therapy and Rehabilitation,4
117796,2022,Male,India,Health Administration and Community Health,4
117843,2017,Female,United Arab Emirates,Medicine and Surgery,4
117851,2017,Female,Ukraine,Nursing and Midwifery,4
117912,2017,Male,Bahrain,Dentistry and Related Specialties,4
117924,2022,Male,Ethiopia,Pharmacists and Pharmacy Technicians,4
117932,2022,Male,France,Nursing and Midwifery,4
117958,2022,Male,Immigrant Tribes,Health Administration and Community Health,4
117968,2017,Male,Azerbaijan,Medicine and Surgery,4
117969,2017,Male,Austria,Medicine and Surgery,4
118003,2017,Male,South Africa,Therapy and Rehabilitation,4
118024,2022,Female,Turkey,Dentistry and Related Specialties,4
118084,2017,Male,Slovakia,Nursing and Midwifery,4
118098,2022,Female,Sri Lanka,Medicine and Surgery,4
118116,2022,Female,Spain,Dentistry and Related Specialties,4
118141,2017,Male,Tunisia,Technicians and Health Assistants,4
118150,2017,Male,Sweden,Medicine and Surgery,4
118151,2022,Female,Syria,Technicians and Health Assistants,4
118163,2017,Male,Tunisia,Laboratories and Medical Technology,4
118197,2017,Male,Malaysia,Therapy and Rehabilitation,4
118203,2022,Male,Bahrain,Dentistry and Related Specialties,4
118219,2022,Male,Algeria,Therapy and Rehabilitation,4
118233,2017,Male,Netherlands,Nursing and Midwifery,4
118235,2017,Male,Mauritania,Medicine and Surgery,4
118237,2022,Male,Austria,Medicine and Surgery,4
118251,2022,Male,Brazil,Medicine and Surgery,4
118255,2022,Male,Bulgaria,Medicine and Surgery,4
118266,2022,Male,Bangladesh,Therapy and Rehabilitation,4
118294,2017,Male,Poland,Medicine and Surgery,4
118345,2022,Male,Afghanistan,Dentistry and Related Specialties,4
118369,2017,Male,Nigeria,Pharmacists and Pharmacy Technicians,4
137139,2021,Female,Oman,Medicine and Surgery,3
137171,2018,Female,Iraq,Therapy and Rehabilitation,3
137172,2018,Female,Ireland,Dentistry and Related Specialties,3
137192,2021,Female,Tanzania,Nursing and Midwifery,3
137200,2021,Female,Kuwait,Nursing and Midwifery,3
137235,2018,Female,Morocco,Medicine and Surgery,3
137242,2018,Female,Morocco,Therapy and Rehabilitation,3
137250,2018,Female,New Zealand,Laboratories and Medical Technology,3
137264,2018,Female,Australia,Therapy and Rehabilitation,3
137267,2021,Female,Sri Lanka,Nursing and Midwifery,3
137269,2021,Female,Sri Lanka,Medicine and Surgery,3
137288,2018,Female,Chad,Nursing and Midwifery,3
137295,2017,Male,Uzbekistan,Medicine and Surgery,3
137316,2018,Female,Australia,Dentistry and Related Specialties,3
137318,2018,Female,Australia,Pharmacists and Pharmacy Technicians,3
137325,2018,Female,China,Technicians and Health Assistants,3
137328,2021,Female,Serbia,Medicine and Surgery,3
137334,2018,Female,Ethiopia,Medicine and Surgery,3
137346,2018,Female,France,Nursing and Midwifery,3
137360,2018,Female,Czech Republic,Medicine and Surgery,3
137376,2021,Female,Somalia,Health Administration and Community Health,3
137384,2021,Female,Singapore,Nursing and Midwifery,3
137406,2021,Female,Djibouti,Medicine and Surgery,3
137409,2018,Male,Canada,Technicians and Health Assistants,3
137412,2018,Male,China,Nursing and Midwifery,3
137434,2018,Male,Australia,Laboratories and Medical Technology,3
137446,2018,Male,Austria,Medicine and Surgery,3
137453,2021,Female,Chad,Medicine and Surgery,3
137465,2018,Male,Germany,Dentistry and Related Specialties,3
137477,2018,Male,Greece,Dentistry and Related Specialties,3
137478,2021,Female,Bangladesh,Health Administration and Community Health,3
137488,2021,Female,Cameroon,Nursing and Midwifery,3
137498,2021,Female,Canada,Pharmacists and Pharmacy Technicians,3
137510,2018,Male,Eritrea,Laboratories and Medical Technology,3
137515,2018,Male,Ethiopia,Medicine and Surgery,3
137528,2018,Female,Spain,Dentistry and Related Specialties,3
137530,2018,Female,Spain,Medicine and Surgery,3
137538,2021,Female,Iraq,Nursing and Midwifery,3
137575,2021,Female,Kenya,Laboratories and Medical Technology,3
137585,2021,Female,Indonesia,Therapy and Rehabilitation,3
137591,2018,Female,Tunisia,Pharmacists and Pharmacy Technicians,3
137592,2021,Female,Immigrant Tribes,Medicine and Surgery,3
137598,2021,Female,Immigrant Tribes,Health Administration and Community Health,3
137600,2021,Female,Greece,Nursing and Midwifery,3
137604,2018,Female,Ukraine,Nursing and Midwifery,3
137607,2021,Female,Germany,Nursing and Midwifery,3
137611,2021,Female,France,Medicine and Surgery,3
137612,2018,Male,Afghanistan,Medicine and Surgery,3
137621,2021,Female,Indonesia,Pharmacists and Pharmacy Technicians,3
137642,2018,Female,Thailand,Health Administration and Community Health,3
137649,2021,Female,Syria,Technicians and Health Assistants,3
137652,2017,Male,Afghanistan,Laboratories and Medical Technology,3
137656,2021,Male,Italy,Nursing and Midwifery,3
137717,2021,Female,Thailand,Nursing and Midwifery,3
137721,2021,Male,Ghana,Laboratories and Medical Technology,3
137732,2017,Male,Eritrea,Laboratories and Medical Technology,3
137737,2017,Male,Eritrea,Therapy and Rehabilitation,3
137766,2017,Male,China,Nursing and Midwifery,3
137782,2017,Female,Turkey,Medicine and Surgery,3
137794,2017,Female,Slovakia,Therapy and Rehabilitation,3
137805,2017,Female,South Africa,Technicians and Health Assistants,3
137845,2021,Male,Saudi Arabia,Unknown,3
137857,2021,Male,Nigeria,Dentistry and Related Specialties,3
137861,2021,Male,Morocco,Nursing and Midwifery,3
137875,2017,Female,Tunisia,Pharmacists and Pharmacy Technicians,3
137876,2017,Female,Turkey,Dentistry and Related Specialties,3
137880,2017,Female,Thailand,Health Administration and Community Health,3
137889,2017,Female,Spain,Dentistry and Related Specialties,3
137908,2017,Female,Sweden,Nursing and Midwifery,3
137920,2021,Male,Afghanistan,Pharmacists and Pharmacy Technicians,3
137921,2021,Male,Afghanistan,Dentistry and Related Specialties,3
137935,2017,Male,Spain,Dentistry and Related Specialties,3
137937,2017,Male,Sri Lanka,Nursing and Midwifery,3
137960,2017,Male,Slovakia,Medicine and Surgery,3
137964,2021,Male,Bahrain,Dentistry and Related Specialties,3
137973,2021,Male,Armenia,Medicine and Surgery,3
137980,2017,Male,Tanzania,Laboratories and Medical Technology,3
137988,2017,Male,United Kingdom,Technicians and Health Assistants,3
137995,2021,Female,Ukraine,Nursing and Midwifery,3
138005,2021,Female,Ukraine,Medicine and Surgery,3
138038,2017,Male,Turkey,Dentistry and Related Specialties,3
138087,2017,Male,Germany,Dentistry and Related Specialties,3
138091,2017,Male,Greece,Dentistry and Related Specialties,3
138095,2017,Male,India,Health Administration and Community Health,3
138115,2021,Male,Colombia,Dentistry and Related Specialties,3
138120,2021,Male,China,Nursing and Midwifery,3
138136,2021,Male,Bulgaria,Medicine and Surgery,3
138137,2021,Male,Brazil,Medicine and Surgery,3
138143,2017,Male,Nigeria,Laboratories and Medical Technology,3
138156,2021,Male,Czech Republic,Medicine and Surgery,3
138174,2018,Male,India,Health Administration and Community Health,3
138192,2020,Female,Spain,Dentistry and Related Specialties,3
138198,2019,Male,Eritrea,Dentistry and Related Specialties,3
138211,2020,Female,Ukraine,Nursing and Midwifery,3
138212,2020,Female,Turkey,Dentistry and Related Specialties,3
138223,2019,Male,Belgium,Medicine and Surgery,3
138236,2019,Male,Canada,Technicians and Health Assistants,3
138247,2019,Male,Greece,Dentistry and Related Specialties,3
138249,2019,Male,Greece,Therapy and Rehabilitation,3
138255,2019,Male,Immigrant Tribes,Therapy and Rehabilitation,3
138276,2019,Male,Finland,Medicine and Surgery,3
138280,2019,Male,Eritrea,Therapy and Rehabilitation,3
138284,2019,Male,Ethiopia,Medicine and Surgery,3
138285,2019,Male,Ethiopia,Nursing and Midwifery,3
138327,2019,Female,Syria,Technicians and Health Assistants,3
138334,2019,Female,Turkey,Dentistry and Related Specialties,3
138338,2019,Female,Ukraine,Nursing and Midwifery,3
138342,2020,Male,Bulgaria,Medicine and Surgery,3
138356,2019,Female,Spain,Dentistry and Related Specialties,3
138366,2019,Female,Sri Lanka,Medicine and Surgery,3
138374,2019,Female,United Arab Emirates,Medicine and Surgery,3
138385,2019,Male,Afghanistan,Medicine and Surgery,3
138386,2019,Male,Australia,Laboratories and Medical Technology,3
138388,2019,Male,Australia,Medicine and Surgery,3
138390,2019,Male,Austria,Medicine and Surgery,3
138395,2020,Female,United Kingdom,Health Administration and Community Health,3
138410,2019,Female,United Kingdom,Health Administration and Community Health,3
138412,2020,Male,Armenia,Medicine and Surgery,3
138428,2020,Female,United Kingdom,Therapy and Rehabilitation,3
138440,2019,Male,Tunisia,Laboratories and Medical Technology,3
138449,2019,Male,Turkey,Dentistry and Related Specialties,3
138457,2020,Female,Immigrant Tribes,Health Administration and Community Health,3
138465,2020,Female,Greece,Nursing and Midwifery,3
138466,2020,Female,France,Dentistry and Related Specialties,3
138485,2020,Female,Iraq,Laboratories and Medical Technology,3
138487,2019,Male,Spain,Nursing and Midwifery,3
138491,2020,Female,Indonesia,Therapy and Rehabilitation,3
138492,2019,Male,Sri Lanka,Nursing and Midwifery,3
138497,2020,Female,Immigrant Tribes,Pharmacists and Pharmacy Technicians,3
138501,2019,Male,Syria,Technicians and Health Assistants,3
138511,2020,Female,Australia,Dentistry and Related Specialties,3
138512,2020,Female,Australia,Medicine and Surgery,3
138516,2020,Female,Bahrain,Dentistry and Related Specialties,3
138520,2020,Female,Bahrain,Therapy and Rehabilitation,3
138532,2020,Female,Chad,Nursing and Midwifery,3
138539,2019,Male,Venezuela,Medicine and Surgery,3
138541,2020,Female,Ethiopia,Therapy and Rehabilitation,3
138549,2020,Female,Eritrea,Therapy and Rehabilitation,3
138574,2019,Male,Malaysia,Therapy and Rehabilitation,3
138576,2019,Male,Netherlands,Pharmacists and Pharmacy Technicians,3
138577,2019,Male,New Zealand,Medicine and Surgery,3
138588,2020,Female,Myanmar,Nursing and Midwifery,3
138593,2019,Male,Nigeria,Pharmacists and Pharmacy Technicians,3
138596,2020,Female,Mauritania,Laboratories and Medical Technology,3
138597,2020,Female,Malaysia,Therapy and Rehabilitation,3
138615,2019,Male,Kenya,Laboratories and Medical Technology,3
138643,2019,Male,Slovakia,Medicine and Surgery,3
138660,2020,Female,Italy,Medicine and Surgery,3
138668,2019,Male,Serbia,Nursing and Midwifery,3
138692,2020,Female,Kenya,Nursing and Midwifery,3
138705,2018,Male,Sri Lanka,Nursing and Midwifery,3
138713,2020,Male,Spain,Nursing and Midwifery,3
138722,2020,Male,South Africa,Medicine and Surgery,3
138731,2018,Male,Syria,Technicians and Health Assistants,3
138741,2018,Male,South Africa,Therapy and Rehabilitation,3
138750,2018,Male,Spain,Dentistry and Related Specialties,3
138753,2020,Male,Sweden,Dentistry and Related Specialties,3
138768,2018,Male,Tanzania,Laboratories and Medical Technology,3
138774,2018,Male,Venezuela,Medicine and Surgery,3
138796,2020,Male,Poland,Medicine and Surgery,3
138805,2018,Male,Tunisia,Laboratories and Medical Technology,3
138812,2020,Male,Somalia,Laboratories and Medical Technology,3
138813,2018,Male,Turkey,Dentistry and Related Specialties,3
138817,2020,Male,Saudi Arabia,Unknown,3
138827,2018,Male,United Kingdom,Technicians and Health Assistants,3
138834,2021,Female,Afghanistan,Medicine and Surgery,3
138841,2021,Female,Afghanistan,Laboratories and Medical Technology,3
138846,2021,Female,Afghanistan,Health Administration and Community Health,3
138860,2018,Male,Netherlands,Nursing and Midwifery,3
138865,2018,Male,Slovakia,Medicine and Surgery,3
138885,2018,Male,Iraq,Dentistry and Related Specialties,3
138902,2020,Male,Turkey,Dentistry and Related Specialties,3
138926,2018,Male,Serbia,Nursing and Midwifery,3
138953,2018,Male,Nigeria,Pharmacists and Pharmacy Technicians,3
138966,2020,Male,Greece,Therapy and Rehabilitation,3
138970,2020,Male,France,Dentistry and Related Specialties,3
138976,2020,Male,Ethiopia,Pharmacists and Pharmacy Technicians,3
138978,2020,Male,Ethiopia,Nursing and Midwifery,3
138980,2019,Female,Myanmar,Nursing and Midwifery,3
138986,2019,Female,New Zealand,Laboratories and Medical Technology,3
138989,2020,Male,Eritrea,Nursing and Midwifery,3
138995,2019,Female,Morocco,Medicine and Surgery,3
139020,2019,Female,Mauritania,Laboratories and Medical Technology,3
139040,2020,Male,Czech Republic,Medicine and Surgery,3
139046,2019,Female,Somalia,Dentistry and Related Specialties,3
139056,2020,Male,Canada,Technicians and Health Assistants,3
139082,2020,Male,Egypt,Health Administration and Community Health,3
139090,2019,Female,Russia,Medicine and Surgery,3
139097,2020,Male,Nigeria,Pharmacists and Pharmacy Technicians,3
139099,2020,Male,Nigeria,Nursing and Midwifery,3
139104,2019,Female,China,Technicians and Health Assistants,3
139105,2019,Female,Czech Republic,Medicine and Surgery,3
139109,2020,Male,New Zealand,Medicine and Surgery,3
139117,2020,Male,Mauritania,Medicine and Surgery,3
139132,2019,Female,Australia,Dentistry and Related Specialties,3
139133,2019,Female,Australia,Medicine and Surgery,3
139135,2019,Female,Australia,Therapy and Rehabilitation,3
139141,2019,Female,Bahrain,Therapy and Rehabilitation,3
139173,2020,Male,Indonesia,Medicine and Surgery,3
139184,2019,Female,Ireland,Laboratories and Medical Technology,3
139207,2020,Male,Lebanon,Laboratories and Medical Technology,3
139208,2019,Female,France,Dentistry and Related Specialties,3
139209,2019,Female,Greece,Nursing and Midwifery,3
139212,2019,Female,Germany,Medicine and Surgery,3
139233,2022,Male,Romania,Therapy and Rehabilitation,3
139278,2022,Male,Scotland,Laboratories and Medical Technology,3
139285,2022,Male,Saudi Arabia,Unknown,3
139298,2022,Male,Nigeria,Technicians and Health Assistants,3
139337,2022,Male,Poland,Therapy and Rehabilitation,3
139338,2022,Male,Poland,Nursing and Midwifery,3
139367,2022,Male,Thailand,Therapy and Rehabilitation,3
139369,2022,Male,Thailand,Laboratories and Medical Technology,3
139386,2022,Male,Syria,Health Administration and Community Health,3
139392,2022,Male,United Kingdom,Pharmacists and Pharmacy Technicians,3
139401,2022,Male,Ukraine,Dentistry and Related Specialties,3
139425,2022,Male,South Africa,Therapy and Rehabilitation,3
139453,2022,Male,Somalia,Pharmacists and Pharmacy Technicians,3
139515,2022,Male,Greece,Dentistry and Related Specialties,3
139575,2022,Male,Dominica,Medicine and Surgery,3
139577,2022,Male,Djibouti,Medicine and Surgery,3
139589,2022,Male,Ghana,Laboratories and Medical Technology,3
139630,2022,Male,Mauritania,Laboratories and Medical Technology,3
139642,2022,Male,Libya,Medicine and Surgery,3
139651,2022,Male,Mauritania,Therapy and Rehabilitation,3
139653,2022,Male,Morocco,Dentistry and Related Specialties,3
139664,2022,Male,Netherlands,Medicine and Surgery,3
139671,2022,Male,Morocco,Technicians and Health Assistants,3
139677,2022,Male,Morocco,Nursing and Midwifery,3
139712,2022,Male,Ireland,Therapy and Rehabilitation,3
139718,2022,Male,Italy,Nursing and Midwifery,3
139732,2022,Male,Kuwait,Nursing and Midwifery,3
139740,2022,Male,Kenya,Medicine and Surgery,3
140012,2022,Male,United States,Health Administration and Community Health,3
140279,2022,Female,Germany,Nursing and Midwifery,3
140283,2022,Female,Germany,Medicine and Surgery,3
140289,2022,Female,Ethiopia,Pharmacists and Pharmacy Technicians,3
140305,2022,Female,Greece,Therapy and Rehabilitation,3
140317,2016,Male,Romania,Medicine and Surgery,3
140346,2022,Female,Colombia,Dentistry and Related Specialties,3
140364,2022,Female,Chad,Health Administration and Community Health,3
140373,2016,Male,Sri Lanka,Laboratories and Medical Technology,3
140384,2016,Male,Syria,Health Administration and Community Health,3
140397,2016,Male,Tanzania,Laboratories and Medical Technology,3
140401,2022,Female,Djibouti,Dentistry and Related Specialties,3
140417,2022,Female,Kenya,Medicine and Surgery,3
140418,2022,Female,Kenya,Laboratories and Medical Technology,3
140424,2016,Male,Iraq,Dentistry and Related Specialties,3
140429,2022,Female,Italy,Therapy and Rehabilitation,3
140438,2016,Male,India,Health Administration and Community Health,3
140442,2022,Female,Lebanon,Technicians and Health Assistants,3
140447,2022,Female,Kuwait,Therapy and Rehabilitation,3
140450,2016,Male,Ethiopia,Medicine and Surgery,3
140458,2016,Male,Ethiopia,Pharmacists and Pharmacy Technicians,3
140470,2022,Female,Ireland,Laboratories and Medical Technology,3
140475,2016,Male,Nigeria,Pharmacists and Pharmacy Technicians,3
140490,2016,Male,Palestine,Technicians and Health Assistants,3
140502,2016,Male,Poland,Medicine and Surgery,3
140511,2016,Male,Kuwait,Dentistry and Related Specialties,3
140519,2016,Male,Lebanon,Therapy and Rehabilitation,3
140537,2016,Male,Unknown,Laboratories and Medical Technology,3
140540,2021,Male,Turkmenistan,Medicine and Surgery,3
140543,2021,Male,Turkey,Dentistry and Related Specialties,3
140553,2021,Male,Tanzania,Laboratories and Medical Technology,3
140565,2021,Male,Sweden,Dentistry and Related Specialties,3
140571,2017,Female,Ireland,Dentistry and Related Specialties,3
140584,2017,Female,India,Health Administration and Community Health,3
140586,2017,Female,Indonesia,Therapy and Rehabilitation,3
140601,2017,Female,Macedonia,Nursing and Midwifery,3
140603,2017,Female,Malaysia,Laboratories and Medical Technology,3
140609,2021,Male,South Korea,Dentistry and Related Specialties,3
140632,2021,Male,Somalia,Pharmacists and Pharmacy Technicians,3
140637,2017,Female,Morocco,Dentistry and Related Specialties,3
140642,2017,Female,Malaysia,Medicine and Surgery,3
140651,2017,Female,Morocco,Laboratories and Medical Technology,3
140661,2017,Female,Morocco,Therapy and Rehabilitation,3
140664,2017,Female,Nepal,Nursing and Midwifery,3
140669,2022,Female,Belgium,Medicine and Surgery,3
140676,2017,Female,Bahrain,Dentistry and Related Specialties,3
140677,2022,Female,Bangladesh,Dentistry and Related Specialties,3
140681,2022,Female,Bahrain,Pharmacists and Pharmacy Technicians,3
140699,2022,Female,Bangladesh,Health Administration and Community Health,3
140700,2022,Female,Belgium,Nursing and Midwifery,3
140721,2022,Female,Cameroon,Nursing and Midwifery,3
140735,2017,Female,Chad,Laboratories and Medical Technology,3
140764,2017,Female,France,Nursing and Midwifery,3
140774,2017,Female,Chad,Nursing and Midwifery,3
140778,2022,Female,Azerbaijan,Dentistry and Related Specialties,3
140782,2017,Female,Czech Republic,Medicine and Surgery,3
140784,2022,Female,Algeria,Nursing and Midwifery,3
140790,2022,Female,Afghanistan,Medicine and Surgery,3
140810,2016,Female,Ireland,Dentistry and Related Specialties,3
140814,2022,Female,United States,Technicians and Health Assistants,3
140816,2016,Female,Ireland,Medicine and Surgery,3
140817,2016,Female,Italy,Medicine and Surgery,3
140832,2016,Female,Germany,Therapy and Rehabilitation,3
140860,2022,Female,Venezuela,Dentistry and Related Specialties,3
140867,2016,Female,Morocco,Dentistry and Related Specialties,3
140871,2016,Female,Netherlands,Nursing and Midwifery,3
140880,2022,Female,Thailand,Medicine and Surgery,3
140891,2022,Female,Thailand,Dentistry and Related Specialties,3
140898,2016,Female,Mali,Therapy and Rehabilitation,3
140901,2016,Female,Kenya,Medicine and Surgery,3
140921,2016,Female,Macedonia,Nursing and Midwifery,3
140923,2022,Female,United Arab Emirates,Laboratories and Medical Technology,3
140924,2022,Female,Ukraine,Nursing and Midwifery,3
140928,2016,Female,Ghana,Nursing and Midwifery,3
140931,2022,Male,China,Medicine and Surgery,3
140935,2022,Male,China,Dentistry and Related Specialties,3
140936,2022,Male,Chad,Therapy and Rehabilitation,3
140939,2016,Female,Australia,Dentistry and Related Specialties,3
140947,2016,Female,Australia,Therapy and Rehabilitation,3
140966,2022,Male,Czech Republic,Technicians and Health Assistants,3
140993,2022,Male,Colombia,Dentistry and Related Specialties,3
141012,2022,Male,Azerbaijan,Health Administration and Community Health,3
141014,2016,Female,Ethiopia,Medicine and Surgery,3
141020,2016,Female,France,Pharmacists and Pharmacy Technicians,3
141023,2022,Male,Australia,Laboratories and Medical Technology,3
141026,2022,Male,Afghanistan,Pharmacists and Pharmacy Technicians,3
141029,2022,Male,Bangladesh,Technicians and Health Assistants,3
141032,2016,Female,Bahrain,Dentistry and Related Specialties,3
141033,2016,Female,Bahrain,Therapy and Rehabilitation,3
141048,2022,Male,Belgium,Medicine and Surgery,3
141056,2016,Female,Chad,Nursing and Midwifery,3
141060,2022,Female,Sweden,Nursing and Midwifery,3
141082,2022,Female,Niger,Therapy and Rehabilitation,3
141086,2022,Female,Niger,Dentistry and Related Specialties,3
141089,2016,Male,Bahrain,Dentistry and Related Specialties,3
141091,2022,Female,New Zealand,Medicine and Surgery,3
141120,2016,Male,Afghanistan,Laboratories and Medical Technology,3
141121,2016,Male,Afghanistan,Medicine and Surgery,3
141122,2022,Female,Oman,Medicine and Surgery,3
141125,2016,Male,Bangladesh,Laboratories and Medical Technology,3
141143,2022,Female,Malaysia,Medicine and Surgery,3
141171,2022,Female,Mauritania,Pharmacists and Pharmacy Technicians,3
141177,2022,Female,Mauritania,Medicine and Surgery,3
141179,2022,Female,Mauritania,Laboratories and Medical Technology,3
141192,2022,Female,Sweden,Medicine and Surgery,3
141219,2022,Female,South Africa,Dentistry and Related Specialties,3
141224,2016,Female,Russia,Medicine and Surgery,3
141271,2016,Female,Tunisia,Pharmacists and Pharmacy Technicians,3
141272,2016,Female,Tunisia,Technicians and Health Assistants,3
141277,2016,Female,Turkey,Medicine and Surgery,3
141280,2016,Female,Ukraine,Nursing and Midwifery,3
197771,2019,Female,Thailand,Health Administration and Community Health,2
197827,2019,Female,Turkey,Pharmacists and Pharmacy Technicians,2
197866,2019,Female,South Africa,Dentistry and Related Specialties,2
197886,2019,Female,Sweden,Nursing and Midwifery,2
197911,2019,Female,Ukraine,Medicine and Surgery,2
197933,2019,Male,Algeria,Pharmacists and Pharmacy Technicians,2
197961,2019,Male,Azerbaijan,Medicine and Surgery,2
197964,2019,Male,Bahrain,Dentistry and Related Specialties,2
197980,2019,Male,Armenia,Medicine and Surgery,2
197981,2019,Male,Australia,Dentistry and Related Specialties,2
198004,2019,Female,United Kingdom,Therapy and Rehabilitation,2
198098,2019,Female,Mauritania,Therapy and Rehabilitation,2
198107,2019,Female,Morocco,Laboratories and Medical Technology,2
198126,2019,Female,Pakistan,Health Administration and Community Health,2
198155,2019,Female,Lebanon,Technicians and Health Assistants,2
198200,2019,Female,Malaysia,Medicine and Surgery,2
198221,2019,Female,Macedonia,Nursing and Midwifery,2
198313,2019,Female,Portugal,Medicine and Surgery,2
198415,2019,Male,Malaysia,Technicians and Health Assistants,2
198422,2019,Male,Myanmar,Health Administration and Community Health,2
198426,2019,Male,Morocco,Medicine and Surgery,2
198429,2019,Male,Morocco,Nursing and Midwifery,2
198492,2019,Male,Lebanon,Technicians and Health Assistants,2
198563,2019,Male,Somalia,Dentistry and Related Specialties,2
198570,2019,Male,Slovakia,Nursing and Midwifery,2
198603,2019,Male,South Africa,Pharmacists and Pharmacy Technicians,2
198615,2019,Male,Somalia,Laboratories and Medical Technology,2
198691,2019,Male,Russia,Dentistry and Related Specialties,2
198705,2019,Male,Romania,Medicine and Surgery,2
198708,2019,Male,Romania,Therapy and Rehabilitation,2
198749,2019,Male,Egypt,Unknown,2
198753,2019,Male,Ethiopia,Dentistry and Related Specialties,2
198775,2019,Male,Eritrea,Laboratories and Medical Technology,2
198814,2019,Male,Bangladesh,Laboratories and Medical Technology,2
198841,2019,Male,China,Medicine and Surgery,2
198872,2019,Male,Indonesia,Therapy and Rehabilitation,2
198881,2019,Male,India,Unknown,2
198883,2019,Male,Iraq,Dentistry and Related Specialties,2
198964,2019,Male,Germany,Dentistry and Related Specialties,2
198971,2019,Male,Immigrant Tribes,Technicians and Health Assistants,2
198996,2019,Male,Iceland,Medicine and Surgery,2
199044,2018,Male,Palestine,Health Administration and Community Health,2
199127,2018,Male,Myanmar,Health Administration and Community Health,2
199136,2018,Male,Lebanon,Technicians and Health Assistants,2
199140,2018,Male,Malaysia,Therapy and Rehabilitation,2
199147,2018,Male,Malaysia,Technicians and Health Assistants,2
199156,2018,Male,Nigeria,Health Administration and Community Health,2
199180,2018,Male,Netherlands,Pharmacists and Pharmacy Technicians,2
199200,2018,Male,South Africa,Pharmacists and Pharmacy Technicians,2
199300,2018,Male,Russia,Dentistry and Related Specialties,2
199319,2018,Male,Slovakia,Nursing and Midwifery,2
199325,2018,Male,Somalia,Dentistry and Related Specialties,2
199405,2018,Male,Greece,Therapy and Rehabilitation,2
199460,2018,Male,Colombia,Dentistry and Related Specialties,2
199476,2018,Male,Eritrea,Therapy and Rehabilitation,2
199481,2018,Male,Ethiopia,Dentistry and Related Specialties,2
199497,2018,Male,Egypt,Unknown,2
199539,2018,Male,Kenya,Laboratories and Medical Technology,2
199619,2018,Male,Immigrant Tribes,Technicians and Health Assistants,2
199625,2018,Male,Immigrant Tribes,Pharmacists and Pharmacy Technicians,2
199645,2018,Male,Ireland,Therapy and Rehabilitation,2
199654,2018,Male,India,Unknown,2
199669,2019,Female,Ethiopia,Medicine and Surgery,2
199829,2019,Female,Iraq,Pharmacists and Pharmacy Technicians,2
199845,2019,Female,Italy,Medicine and Surgery,2
199856,2019,Female,Indonesia,Therapy and Rehabilitation,2
199862,2019,Female,Iraq,Laboratories and Medical Technology,2
199867,2019,Female,Italy,Nursing and Midwifery,2
199871,2019,Female,Kenya,Medicine and Surgery,2
199873,2019,Female,Kenya,Nursing and Midwifery,2
199881,2019,Female,Kuwait,Dentistry and Related Specialties,2
199902,2019,Female,Kenya,Dentistry and Related Specialties,2
199924,2019,Female,Immigrant Tribes,Pharmacists and Pharmacy Technicians,2
199938,2019,Female,Immigrant Tribes,Health Administration and Community Health,2
199948,2019,Female,Immigrant Tribes,Therapy and Rehabilitation,2
199963,2019,Female,Indonesia,Dentistry and Related Specialties,2
