,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,Region_Name_En,Number_of_Trainees
1844,2021,Female,Sudan,Medicine and Surgery,Outside KSA,3
1845,2020,Male,Saudi Arabia,Nursing and Midwifery,Najran,3
1848,2017,Male,Palestine,Medicine and Surgery,Eastern Province,3
1853,2016,Male,Eritrea,Medicine and Surgery,Riyadh,3
1855,2017,Female,Bahrain,Medicine and Surgery,Makkah,3
1856,2017,Female,Bahrain,Medicine and Surgery,Eastern Province,3
1861,2016,Male,Saudi Arabia,Nursing and Midwifery,Riyadh,3
1863,2022,Male,Saudi Arabia,Medicine and Surgery,Hail,3
1865,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Najran,3
1867,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Jizan,3
1869,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Hail,3
1871,2016,Male,United Arab Emirates,Medicine and Surgery,Riyadh,3
1872,2016,Male,Sudan,Medicine and Surgery,Najran,3
1874,2018,Female,Saudi Arabia,Laboratories and Medical Technology,Riyadh,3
1875,2017,Male,Yemen,Medicine and Surgery,Al-Qassim,3
1876,2018,Female,Saudi Arabia,Dentistry and Related Specialties,Hail,3
1877,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Tabuk,3
1881,2020,Female,Palestine,Medicine and Surgery,Outside KSA,3
1883,2022,Male,Pakistan,Medicine and Surgery,Riyadh,3
1888,2017,Female,India,Medicine and Surgery,Asir,3
1892,2016,Male,Iraq,Medicine and Surgery,Riyadh,3
1895,2021,Female,Pakistan,Medicine and Surgery,Riyadh,3
1900,2016,Male,Lebanon,Medicine and Surgery,Riyadh,3
1901,2022,Male,Jordan,Medicine and Surgery,Riyadh,3
1903,2016,Male,Palestine,Medicine and Surgery,Al Bahah,3
1904,2020,Female,Pakistan,Medicine and Surgery,Makkah,3
1906,2016,Male,Palestine,Medicine and Surgery,Eastern Province,3
1909,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Al Bahah,3
1911,2016,Female,Jordan,Medicine and Surgery,Eastern Province,3
1920,2017,Female,Saudi Arabia,Medicine and Surgery,Al Jawf,3
1922,2022,Male,Syria,Medicine and Surgery,Makkah,3
1923,2018,Male,Egypt,Medicine and Surgery,Al Madinah,3
1925,2019,Male,Pakistan,Medicine and Surgery,Riyadh,3
1927,2016,Female,India,Medicine and Surgery,Asir,3
1929,2020,Male,Egypt,Medicine and Surgery,Al Madinah,3
1933,2022,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Makkah,3
1935,2018,Male,Eritrea,Medicine and Surgery,Riyadh,3
1938,2016,Female,Algeria,Medicine and Surgery,Riyadh,3
1940,2021,Female,Iraq,Medicine and Surgery,Outside KSA,3
1941,2016,Female,Bahrain,Medicine and Surgery,Outside KSA,3
1942,2018,Male,Immigrant Tribes,Medicine and Surgery,Riyadh,3
1943,2018,Male,Egypt,Medicine and Surgery,Asir,3
1944,2022,Female,Sudan,Medicine and Surgery,Makkah,3
1945,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Al-Qassim,3
1946,2022,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Makkah,3
1947,2020,Male,Egypt,Medicine and Surgery,Asir,3
1949,2018,Male,Iraq,Medicine and Surgery,Riyadh,3
1950,2018,Male,Egypt,Medicine and Surgery,Eastern Province,3
1951,2018,Male,Bahrain,Medicine and Surgery,Riyadh,3
1952,2021,Female,India,Medicine and Surgery,Makkah,3
1953,2021,Male,Bahrain,Medicine and Surgery,Riyadh,3
1954,2018,Male,Kuwait,Dentistry and Related Specialties,Riyadh,3
1956,2016,Female,India,Medicine and Surgery,Outside KSA,3
1960,2022,Female,Saudi Arabia,Medicine and Surgery,Jizan,3
1961,2020,Male,India,Medicine and Surgery,Makkah,3
1963,2017,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Eastern Province,3
1964,2020,Male,Bahrain,Medicine and Surgery,Riyadh,3
1965,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Eastern Province,3
1969,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jizan,3
1971,2022,Male,Sudan,Medicine and Surgery,Jizan,2
1977,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Najran,2
1979,2018,Male,Iraq,Medicine and Surgery,Outside KSA,2
1980,2021,Male,Syria,Medicine and Surgery,Al Madinah,2
1981,2018,Male,Palestine,Medicine and Surgery,Al-Qassim,2
1983,2017,Male,Lebanon,Medicine and Surgery,Riyadh,2
1984,2022,Male,India,Medicine and Surgery,Makkah,2
1986,2017,Male,Sudan,Medicine and Surgery,Outside KSA,2
1987,2022,Female,Sudan,Medicine and Surgery,Eastern Province,2
1989,2017,Female,Egypt,Medicine and Surgery,Asir,2
1990,2022,Male,Sudan,Medicine and Surgery,Asir,2
1992,2022,Male,Federated States Of Micronesia,Medicine and Surgery,Riyadh,2
1993,2017,Male,Egypt,Medicine and Surgery,Eastern Province,2
1996,2018,Male,United Arab Emirates,Medicine and Surgery,Riyadh,2
2000,2018,Male,United Kingdom,Medicine and Surgery,Makkah,2
2002,2022,Female,Saudi Arabia,Dentistry and Related Specialties,Jizan,2
2008,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Jizan,2
2009,2018,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Eastern Province,2
2012,2021,Male,Syria,Medicine and Surgery,Al-Qassim,2
2016,2022,Female,Saudi Arabia,Dentistry and Related Specialties,Makkah,2
2017,2017,Female,Egypt,Medicine and Surgery,Tabuk,2
2018,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Al Jawf,2
2021,2022,Male,Saudi Arabia,Medicine and Surgery,Najran,2
2023,2017,Male,Immigrant Tribes,Medicine and Surgery,Riyadh,2
2024,2017,Male,Sudan,Medicine and Surgery,Najran,2
2028,2022,Male,Palestine,Medicine and Surgery,Najran,2
2029,2021,Male,Sudan,Medicine and Surgery,Makkah,2
2030,2021,Male,Sudan,Medicine and Surgery,Asir,2
2031,2018,Female,Palestine,Medicine and Surgery,Asir,2
2032,2018,Female,Egypt,Medicine and Surgery,Tabuk,2
2034,2017,Female,Algeria,Medicine and Surgery,Riyadh,2
2036,2016,Male,Yemen,Medicine and Surgery,Al-Qassim,2
2038,2018,Male,Jordan,Medicine and Surgery,Outside KSA,2
2039,2022,Female,Sudan,Medicine and Surgery,Al Madinah,2
2040,2022,Male,Sudan,Medicine and Surgery,Najran,2
2041,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Al Bahah,2
2042,2021,Male,Sudan,Medicine and Surgery,Al Madinah,2
2044,2017,Male,United Kingdom,Medicine and Surgery,Makkah,2
2045,2018,Male,Yemen,Unknown,Riyadh,2
2048,2016,Male,Palestine,Medicine and Surgery,Al Madinah,2
2052,2016,Male,Syria,Medicine and Surgery,Al Madinah,2
2053,2016,Male,Palestine,Medicine and Surgery,Al-Qassim,2
2054,2016,Male,Palestine,Medicine and Surgery,Asir,2
2055,2018,Female,Saudi Arabia,Dentistry and Related Specialties,Jizan,2
2058,2018,Male,Yemen,Medicine and Surgery,Al-Qassim,2
2059,2016,Male,Palestine,Medicine and Surgery,Jizan,2
2060,2016,Male,Sudan,Unknown,Riyadh,2
2061,2018,Male,Jordan,Medicine and Surgery,Eastern Province,2
2063,2017,Male,United Arab Emirates,Medicine and Surgery,Riyadh,2
2065,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Hail,2
2066,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Jizan,2
2067,2017,Female,Somalia,Medicine and Surgery,Makkah,2
2068,2016,Male,Egypt,Medicine and Surgery,Al-Qassim,2
2069,2017,Female,Bahrain,Nursing and Midwifery,Riyadh,2
2070,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Unknown,2
2071,2017,Female,Bangladesh,Medicine and Surgery,Riyadh,2
2073,2017,Male,United Arab Emirates,Medicine and Surgery,Eastern Province,2
2077,2016,Female,Saudi Arabia,Dentistry and Related Specialties,Al Madinah,2
2078,2022,Female,Syria,Medicine and Surgery,Riyadh,2
2079,2018,Female,Egypt,Medicine and Surgery,Asir,2
2080,2018,Female,Egypt,Medicine and Surgery,Outside KSA,2
2082,2016,Female,Egypt,Medicine and Surgery,Tabuk,2
2083,2016,Female,Saudi Arabia,Medicine and Surgery,Al Bahah,2
2084,2016,Female,Saudi Arabia,Medicine and Surgery,Al Jawf,2
2085,2018,Female,India,Medicine and Surgery,Riyadh,2
2087,2022,Female,India,Medicine and Surgery,Makkah,2
2088,2016,Female,Saudi Arabia,Medicine and Surgery,Najran,2
2089,2022,Male,Yemen,Medicine and Surgery,Makkah,2
2090,2017,Female,United States,Medicine and Surgery,Riyadh,2
2091,2022,Female,India,Medicine and Surgery,Outside KSA,2
2092,2017,Female,Yemen,Dentistry and Related Specialties,Makkah,2
2093,2016,Female,Saudi Arabia,Medicine and Surgery,Outside KSA,2
2094,2022,Female,Jordan,Medicine and Surgery,Riyadh,2
2095,2022,Male,Bahrain,Medicine and Surgery,Eastern Province,2
2096,2018,Male,Saudi Arabia,Unknown,Eastern Province,2
2097,2022,Male,Bahrain,Medicine and Surgery,Riyadh,2
2099,2016,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Eastern Province,2
2101,2017,Male,Syria,Medicine and Surgery,Asir,2
2103,2017,Female,Palestine,Medicine and Surgery,Asir,2
2105,2018,Female,United States,Medicine and Surgery,Makkah,2
2106,2022,Male,Bangladesh,Medicine and Surgery,Riyadh,2
2110,2022,Female,Egypt,Medicine and Surgery,Asir,2
2112,2017,Female,Syria,Medicine and Surgery,Asir,2
2116,2021,Male,Yemen,Unknown,Riyadh,2
2117,2016,Female,Lebanon,Medicine and Surgery,Makkah,2
2118,2018,Female,Yemen,Medicine and Surgery,Al-Qassim,2
2119,2022,Male,Yemen,Medicine and Surgery,Al Madinah,2
2120,2018,Female,Yemen,Medicine and Surgery,Al Madinah,2
2121,2017,Male,Jordan,Medicine and Surgery,Eastern Province,2
2122,2016,Female,Morocco,Medicine and Surgery,Makkah,2
2123,2017,Male,Syria,Medicine and Surgery,Outside KSA,2
2124,2022,Male,Yemen,Medicine and Surgery,Asir,2
2125,2016,Female,Pakistan,Medicine and Surgery,Al-Qassim,2
2126,2016,Female,Pakistan,Medicine and Surgery,Asir,2
2128,2018,Female,Yemen,Dentistry and Related Specialties,Makkah,2
2129,2017,Female,Saudi Arabia,Dentistry and Related Specialties,Al Madinah,2
2131,2021,Male,Yemen,Medicine and Surgery,Asir,2
2132,2021,Male,Yemen,Medicine and Surgery,Al Madinah,2
2134,2016,Female,Pakistan,Medicine and Surgery,Tabuk,2
2137,2018,Female,Iraq,Medicine and Surgery,Riyadh,2
2138,2017,Male,Palestine,Medicine and Surgery,Asir,2
2139,2021,Male,Syria,Medicine and Surgery,Eastern Province,2
2140,2016,Female,Yemen,Medicine and Surgery,Al Madinah,2
2141,2016,Female,Yemen,Medicine and Surgery,Al-Qassim,2
2142,2016,Female,Bahrain,Medicine and Surgery,Riyadh,2
2144,2017,Female,Kuwait,Dentistry and Related Specialties,Riyadh,2
2145,2017,Male,Saudi Arabia,Unknown,Eastern Province,2
2147,2018,Female,Lebanon,Medicine and Surgery,Makkah,2
2149,2022,Female,Palestine,Medicine and Surgery,Riyadh,2
2150,2017,Male,Palestine,Medicine and Surgery,Al-Qassim,2
2153,2018,Male,Syria,Medicine and Surgery,Eastern Province,2
2155,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Hail,2
2157,2018,Female,Bangladesh,Medicine and Surgery,Riyadh,2
2158,2016,Male,Bahrain,Medicine and Surgery,Eastern Province,2
2159,2016,Female,Bahrain,Medicine and Surgery,Eastern Province,2
2161,2018,Female,India,Medicine and Surgery,Asir,2
2162,2017,Male,Canada,Medicine and Surgery,Makkah,2
2163,2018,Female,Bahrain,Nursing and Midwifery,Riyadh,2
2164,2017,Female,Jordan,Medicine and Surgery,Eastern Province,2
2165,2016,Male,Bangladesh,Medicine and Surgery,Riyadh,2
2166,2016,Male,Canada,Medicine and Surgery,Makkah,2
2167,2017,Male,Egypt,Medicine and Surgery,Al-Qassim,2
2168,2018,Female,Somalia,Medicine and Surgery,Riyadh,2
2169,2018,Male,United Arab Emirates,Medicine and Surgery,Eastern Province,2
2171,2016,Female,Yemen,Dentistry and Related Specialties,Makkah,2
2172,2016,Female,Somalia,Medicine and Surgery,Makkah,2
2173,2017,Female,Lebanon,Medicine and Surgery,Makkah,2
2174,2016,Female,Somalia,Medicine and Surgery,Riyadh,2
2176,2017,Female,Yemen,Medicine and Surgery,Al Madinah,2
2178,2016,Female,Egypt,Medicine and Surgery,Eastern Province,2
2179,2018,Female,Jordan,Medicine and Surgery,Makkah,2
2180,2017,Female,Yemen,Medicine and Surgery,Al-Qassim,2
2183,2018,Female,Syria,Medicine and Surgery,Al Madinah,2
2185,2016,Female,Egypt,Medicine and Surgery,Asir,2
2186,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Northern Borders,2
2187,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Jizan,2
2188,2018,Male,Sudan,Medicine and Surgery,Najran,2
2189,2018,Male,Egypt,Medicine and Surgery,Al-Qassim,2
2190,2018,Female,Sudan,Medicine and Surgery,Tabuk,2
2191,2016,Female,Syria,Medicine and Surgery,Asir,2
2192,2022,Male,Yemen,Medicine and Surgery,Najran,2
2194,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Hail,2
2195,2022,Male,Sudan,Medicine and Surgery,Makkah,2
2196,2018,Female,Sudan,Medicine and Surgery,Jizan,2
2198,2018,Female,Sudan,Medicine and Surgery,Eastern Province,2
2199,2018,Male,Egypt,Medicine and Surgery,Tabuk,2
2200,2018,Female,Kuwait,Dentistry and Related Specialties,Riyadh,2
2201,2016,Female,United States,Medicine and Surgery,Riyadh,2
2202,2018,Male,Sudan,Medicine and Surgery,Tabuk,2
2203,2022,Female,Saudi Arabia,Medicine and Surgery,Al Jawf,2
2204,2017,Male,Sudan,Medicine and Surgery,Tabuk,2
2206,2021,Female,Jordan,Medicine and Surgery,Makkah,2
2207,2021,Male,Afghanistan,Medicine and Surgery,Makkah,2
2209,2020,Female,Yemen,Medicine and Surgery,Eastern Province,2
2211,2021,Male,Bahrain,Medicine and Surgery,Eastern Province,2
2213,2020,Male,Afghanistan,Medicine and Surgery,Makkah,2
2215,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Northern Borders,2
2216,2021,Male,Bangladesh,Medicine and Surgery,Riyadh,2
2217,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Jizan,2
2218,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Hail,2
2221,2020,Male,Egypt,Medicine and Surgery,Al-Qassim,2
2224,2019,Male,Palestine,Medicine and Surgery,Najran,2
2231,2021,Female,Yemen,Pharmacists and Pharmacy Technicians,Riyadh,2
2238,2019,Male,Sudan,Medicine and Surgery,Najran,2
2240,2019,Male,Sudan,Medicine and Surgery,Jizan,2
2241,2019,Male,Sudan,Medicine and Surgery,Hail,2
2250,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Hail,2
2256,2021,Female,United States,Medicine and Surgery,Makkah,2
2258,2021,Female,Indonesia,Medicine and Surgery,Makkah,2
2260,2020,Male,Egypt,Medicine and Surgery,Tabuk,2
2263,2019,Male,Iraq,Medicine and Surgery,Riyadh,2
2265,2020,Male,Iraq,Medicine and Surgery,Riyadh,2
2267,2020,Male,Jordan,Dentistry and Related Specialties,Riyadh,2
2268,2020,Male,Jordan,Medicine and Surgery,Eastern Province,2
2276,2019,Male,Eritrea,Medicine and Surgery,Riyadh,2
2284,2019,Male,Egypt,Medicine and Surgery,Asir,2
2289,2019,Male,Pakistan,Medicine and Surgery,Al Madinah,2
2291,2020,Male,Eritrea,Medicine and Surgery,Riyadh,2
2301,2019,Male,Lebanon,Medicine and Surgery,Riyadh,2
2304,2021,Male,Egypt,Medicine and Surgery,Tabuk,2
2305,2021,Male,Eritrea,Medicine and Surgery,Riyadh,2
2308,2020,Male,India,Medicine and Surgery,Riyadh,2
2309,2021,Male,Immigrant Tribes,Medicine and Surgery,Al Madinah,2
2312,2019,Male,Sudan,Medicine and Surgery,Outside KSA,2
2313,2020,Female,Syria,Dentistry and Related Specialties,Riyadh,2
2318,2021,Female,Saudi Arabia,Laboratories and Medical Technology,Najran,2
2324,2020,Female,Iraq,Medicine and Surgery,Riyadh,2
2327,2020,Female,Iraq,Medicine and Surgery,Outside KSA,2
2329,2020,Female,Indonesia,Medicine and Surgery,Makkah,2
2332,2020,Female,Immigrant Tribes,Nursing and Midwifery,Riyadh,2
2338,2021,Female,Palestine,Medicine and Surgery,Outside KSA,2
2341,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Najran,2
2345,2020,Female,Palestine,Medicine and Surgery,Asir,2
2353,2021,Female,Saudi Arabia,Nursing and Midwifery,Hail,2
2355,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Jizan,2
2362,2020,Female,Saudi Arabia,Laboratories and Medical Technology,Al Madinah,2
2366,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jizan,2
2370,2020,Female,Sudan,Medicine and Surgery,Al Jawf,2
2374,2021,Female,Sudan,Medicine and Surgery,Eastern Province,2
2380,2020,Female,Sudan,Medicine and Surgery,Asir,2
2382,2021,Female,Sudan,Medicine and Surgery,Tabuk,2
2383,2020,Female,Sudan,Medicine and Surgery,Eastern Province,2
2386,2019,Male,Syria,Medicine and Surgery,Asir,2
2387,2021,Female,Syria,Dentistry and Related Specialties,Riyadh,2
2388,2020,Female,Sudan,Medicine and Surgery,Jizan,2
2393,2020,Female,Sudan,Medicine and Surgery,Al Bahah,2
2394,2019,Male,Yemen,Medicine and Surgery,Al Madinah,2
2400,2020,Female,Saudi Arabia,Nursing and Midwifery,Najran,2
2403,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Al Madinah,2
2407,2020,Female,Canada,Medicine and Surgery,Outside KSA,2
2411,2020,Female,Bangladesh,Medicine and Surgery,Outside KSA,2
2416,2017,Male,Sudan,Unknown,Riyadh,2
2420,2019,Male,Egypt,Medicine and Surgery,Al-Qassim,2
2438,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Jizan,2
2442,2021,Male,Saudi Arabia,Laboratories and Medical Technology,Jizan,2
2446,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Jizan,2
2451,2019,Female,Somalia,Medicine and Surgery,Riyadh,2
2453,2021,Female,Bangladesh,Medicine and Surgery,Outside KSA,2
2462,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Al Bahah,2
2479,2020,Male,Sudan,Medicine and Surgery,Najran,2
2482,2019,Female,Iraq,Medicine and Surgery,Outside KSA,2
2483,2019,Female,Indonesia,Medicine and Surgery,Makkah,2
2484,2020,Male,Sudan,Medicine and Surgery,Outside KSA,2
2486,2019,Female,Immigrant Tribes,Nursing and Midwifery,Riyadh,2
2488,2020,Male,Syria,Medicine and Surgery,Asir,2
2489,2019,Female,Egypt,Medicine and Surgery,Tabuk,2
2490,2019,Female,Egypt,Medicine and Surgery,Outside KSA,2
2491,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jizan,2
2492,2019,Female,Egypt,Medicine and Surgery,Asir,2
2496,2019,Female,Canada,Medicine and Surgery,Outside KSA,2
2499,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Najran,2
2500,2019,Female,Jordan,Medicine and Surgery,Makkah,2
2501,2019,Female,Kuwait,Dentistry and Related Specialties,Riyadh,2
2504,2019,Female,Palestine,Medicine and Surgery,Outside KSA,2
2506,2019,Female,Palestine,Medicine and Surgery,Asir,2
2508,2020,Male,Saudi Arabia,Unknown,Eastern Province,2
2509,2020,Male,Somalia,Medicine and Surgery,Makkah,2
2510,2019,Female,Palestine,Dentistry and Related Specialties,Riyadh,2
2518,2021,Male,Saudi Arabia,Nursing and Midwifery,Hail,2
2522,2020,Male,Sudan,Medicine and Surgery,Al-Qassim,2
2524,2020,Male,Sudan,Medicine and Surgery,Hail,2
2528,2019,Female,Sudan,Medicine and Surgery,Al Jawf,2
2531,2020,Male,Pakistan,Medicine and Surgery,Eastern Province,2
2533,2021,Male,Jordan,Medicine and Surgery,Makkah,2
2534,2021,Male,Jordan,Medicine and Surgery,Eastern Province,2
2536,2021,Male,Iraq,Medicine and Surgery,Outside KSA,2
2537,2021,Female,Egypt,Medicine and Surgery,Al Madinah,2
2538,2019,Female,Yemen,Medicine and Surgery,Al-Qassim,2
2539,2021,Male,India,Medicine and Surgery,Riyadh,2
2540,2021,Female,Djibouti,Medicine and Surgery,Makkah,2
2542,2019,Female,Sudan,Medicine and Surgery,Jizan,2
2544,2021,Male,Kuwait,Medicine and Surgery,Eastern Province,2
2550,2019,Female,Yemen,Medicine and Surgery,Eastern Province,2
2551,2019,Female,Yemen,Medicine and Surgery,Al Madinah,2
2552,2020,Male,Palestine,Medicine and Surgery,Eastern Province,2
2555,2019,Male,Afghanistan,Medicine and Surgery,Makkah,2
2558,2019,Female,United States,Medicine and Surgery,Makkah,2
2560,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Tabuk,2
2563,2021,Female,Egypt,Dentistry and Related Specialties,Makkah,2
2567,2021,Female,Ethiopia,Medicine and Surgery,Makkah,2
2568,2019,Female,Sudan,Medicine and Surgery,Eastern Province,2
2570,2019,Male,Bahrain,Medicine and Surgery,Riyadh,2
2571,2020,Male,Syria,Medicine and Surgery,Jizan,1
2572,2020,Male,Indonesia,Medicine and Surgery,Makkah,1
2573,2022,Male,Palestine,Medicine and Surgery,Eastern Province,1
2574,2020,Male,Spain,Medicine and Surgery,Makkah,1
2575,2018,Female,Eritrea,Medicine and Surgery,Makkah,1
2576,2021,Female,Germany,Medicine and Surgery,Riyadh,1
2577,2022,Male,Palestine,Medicine and Surgery,Al-Qassim,1
2578,2021,Female,Immigrant Tribes,Medicine and Surgery,Makkah,1
2579,2020,Male,Syria,Medicine and Surgery,Outside KSA,1
2580,2020,Male,United Arab Emirates,Medicine and Surgery,Eastern Province,1
2581,2022,Male,Tunisia,Medicine and Surgery,Riyadh,1
2582,2022,Male,Palestine,Medicine and Surgery,Jizan,1
2583,2020,Male,Pakistan,Medicine and Surgery,Riyadh,1
2584,2021,Female,Ethiopia,Medicine and Surgery,Outside KSA,1
2585,2020,Male,Malta,Medicine and Surgery,Al Madinah,1
2586,2020,Male,Palestine,Medicine and Surgery,Al Madinah,1
2587,2020,Male,Malaysia,Medicine and Surgery,Eastern Province,1
2588,2021,Female,Federated States Of Micronesia,Medicine and Surgery,Riyadh,1
2589,2020,Female,Somalia,Medicine and Surgery,Riyadh,1
2590,2018,Female,Saudi Arabia,Dentistry and Related Specialties,Al-Qassim,1
2591,2018,Female,Egypt,Medicine and Surgery,Al Madinah,1
2592,2020,Male,Immigrant Tribes,Medicine and Surgery,Tabuk,1
2593,2020,Male,India,Medicine and Surgery,Al-Qassim,1
2594,2020,Female,Somalia,Medicine and Surgery,Al Madinah,1
2595,2020,Male,India,Medicine and Surgery,Outside KSA,1
2596,2020,Female,Palestine,Medicine and Surgery,Jizan,1
2597,2020,Female,Saudi Arabia,Unknown,Eastern Province,1
2598,2021,Female,Palestine,Medicine and Surgery,Eastern Province,1
2599,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Najran,1
2600,2018,Female,Eritrea,Medicine and Surgery,Outside KSA,1
2601,2022,Male,Syria,Medicine and Surgery,Outside KSA,1
2602,2020,Male,Syria,Medicine and Surgery,Tabuk,1
2603,2021,Female,Palestine,Medicine and Surgery,Jizan,1
2604,2020,Male,Lebanon,Medicine and Surgery,Makkah,1
2605,2020,Male,Pakistan,Medicine and Surgery,Outside KSA,1
2606,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Unknown,1
2607,2022,Male,Yemen,Medicine and Surgery,Eastern Province,1
2608,2020,Male,Kuwait,Dentistry and Related Specialties,Riyadh,1
2609,2020,Male,Oman,Medicine and Surgery,Riyadh,1
2610,2020,Male,Kuwait,Medicine and Surgery,Makkah,1
2611,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Outside KSA,1
2612,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Tabuk,1
2613,2020,Male,Sudan,Medicine and Surgery,Jizan,1
2614,2020,Male,Kuwait,Medicine and Surgery,Outside KSA,1
2615,2018,Female,Egypt,Medicine and Surgery,Eastern Province,1
2616,2021,Female,Saudi Arabia,Laboratories and Medical Technology,Jizan,1
2617,2020,Male,Syria,Dentistry and Related Specialties,Riyadh,1
2618,2020,Male,Mauritania,Medicine and Surgery,Makkah,1
2619,2020,Male,Mauritania,Medicine and Surgery,Al Madinah,1
2620,2018,Female,Canada,Medicine and Surgery,Outside KSA,1
2621,2020,Male,Sudan,Medicine and Surgery,Tabuk,1
2622,2018,Female,China,Medicine and Surgery,Makkah,1
2623,2018,Female,Belgium,Medicine and Surgery,Makkah,1
2624,2020,Female,Saudi Arabia,Laboratories and Medical Technology,Najran,1
2625,2020,Male,Syria,Medicine and Surgery,Al Madinah,1
2626,2020,Male,Pakistan,Medicine and Surgery,Al Madinah,1
2627,2020,Male,Sudan,Medicine and Surgery,Al Bahah,1
2628,2017,Male,Syria,Dentistry and Related Specialties,Makkah,1
2629,2020,Male,Iraq,Medicine and Surgery,Outside KSA,1
2630,2020,Male,Lebanon,Medicine and Surgery,Riyadh,1
2631,2021,Female,Immigrant Tribes,Nursing and Midwifery,Riyadh,1
2632,2018,Female,Egypt,Dentistry and Related Specialties,Riyadh,1
2633,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Asir,1
2634,2022,Male,Unknown,Medicine and Surgery,Riyadh,1
2635,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Najran,1
2636,2021,Female,Immigrant Tribes,Medicine and Surgery,Riyadh,1
2637,2022,Male,Yemen,Medicine and Surgery,Al-Qassim,1
2638,2018,Female,Bangladesh,Medicine and Surgery,Outside KSA,1
2639,2020,Male,Sudan,Medicine and Surgery,Eastern Province,1
2640,2018,Female,Djibouti,Medicine and Surgery,Makkah,1
2641,2017,Male,Syria,Medicine and Surgery,Al Madinah,1
2642,2020,Male,Syria,Medicine and Surgery,Eastern Province,1
2643,2020,Male,Palestine,Medicine and Surgery,Najran,1
2644,2018,Female,Russia,Medicine and Surgery,Eastern Province,1
2645,2021,Female,Kuwait,Medicine and Surgery,Riyadh,1
2646,2020,Female,Turkmenistan,Medicine and Surgery,Riyadh,1
2647,2020,Female,Turkey,Medicine and Surgery,Al Madinah,1
2648,2017,Male,Unknown,Medicine and Surgery,Riyadh,1
2649,2018,Female,Jordan,Medicine and Surgery,Tabuk,1
2650,2020,Female,Turkestan,Medicine and Surgery,Makkah,1
2651,2017,Male,United Kingdom,Medicine and Surgery,Outside KSA,1
2652,2021,Female,Bahrain,Medicine and Surgery,Asir,1
2653,2020,Female,Tunisia,Medicine and Surgery,Outside KSA,1
2654,2020,Female,Thailand,Medicine and Surgery,Makkah,1
2655,2018,Female,Lebanon,Medicine and Surgery,Outside KSA,1
2656,2022,Male,Sudan,Unknown,Riyadh,1
2657,2020,Male,Yemen,Unknown,Riyadh,1
2658,2020,Female,Syria,Medicine and Surgery,Outside KSA,1
2659,2020,Male,Egypt,Medicine and Surgery,Eastern Province,1
2660,2018,Female,Mauritania,Medicine and Surgery,Outside KSA,1
2661,2021,Female,Lebanon,Medicine and Surgery,Makkah,1
2662,2018,Female,Morocco,Medicine and Surgery,Makkah,1
2663,2021,Female,Lebanon,Medicine and Surgery,Outside KSA,1
2664,2021,Female,Mali,Medicine and Surgery,Eastern Province,1
2665,2021,Female,France,Medicine and Surgery,Makkah,1
