,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,University_Name,Current_Training_Center_Name_En,Number_of_Trainees,University_Longitude,University_Latitude,Training_Center_Longitude,Training_Center_Latitude
9619,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,King Abdulaziz Specialist Hospital in Taif,1,39.208402,21.4460742,40.412451,21.2401719
9620,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,King Abdulaziz Medical City for National Guard in Riyadh,1,39.208402,21.4460742,46.6375541,24.7414432
9621,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,JointProgram for Preventive Medicine in Madinah,1,39.208402,21.4460742,38.194309,24.0204254
9622,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,JointProgram for Family Medicine in Makkah,1,39.208402,21.4460742,39.94124,21.331945
9623,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,JointProgram for Family Medicine in Madinah,1,39.208402,21.4460742,38.194309,24.0204254
9624,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,Royal Commission Medical Center in Yanbu,1,39.208402,21.4460742,38.194309,24.0204254
9625,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,The program of the Ministry of Health in Al-Qassim,1,39.208402,21.4460742,43.4838773,25.8827324
9626,2020,Male,Saudi Arabia,Medicine and Surgery,Alfaisal University,Maternity and Children Hospital in Medina,1,46.67701100000001,24.6645919,38.194309,24.0204254
9627,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Joint Training Program in the Central Region,1,50.1925873,26.3928001,46.6375541,24.7414432
9628,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Riyadh First Health Cluster,1,50.1925873,26.3928001,46.6375541,24.7414432
9629,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Prince Mohammed bin Abdulaziz Hospital in Riyadh,1,50.1925873,26.3928001,46.6375541,24.7414432
9630,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,King Saud Hospital in Unaizah,1,50.1925873,26.3928001,43.4838773,25.8827324
9631,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,King Abdulaziz Air Base Hospital in Dhahran,1,50.1925873,26.3928001,50.1506389,26.2846113
9632,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,"Joint training program in the eastern region, Dammam",1,50.1925873,26.3928001,50.1506389,26.2846113
9633,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,"Joint training program in the central region, Riyadh",1,50.1925873,26.3928001,46.6375541,24.7414432
9634,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Eradah Mental Health Hospital in Dammam,1,50.1925873,26.3928001,50.1506389,26.2846113
9635,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,The program of the Ministry of Health in Jeddah,1,39.208402,21.4460742,39.362754,21.4222327
9636,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Dr. Sulaiman AlHabib Medical Group in Riyadh,1,50.1925873,26.3928001,46.6375541,24.7414432
9637,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Directorate of Health Affairs in Bisha Governorate,1,50.1925873,26.3928001,42.5238139,18.2024106
9638,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Bahrain Defense Force Hospital in the Kingdom of Bahrain,1,50.1925873,26.3928001,50.5275852233908,26.1361804383855
9639,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Armed Forces Hospital in the North in Hafar Albatin,1,50.1925873,26.3928001,45.9764941,28.4131784
9640,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Alnoor Specialist Hospital in Mecca,1,50.1925873,26.3928001,39.94124,21.331945
9641,2020,Male,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,Almousa Specialist Hospital in Alahsa,1,50.1925873,26.3928001,49.5142036,25.332395
9642,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,Forensic Medicine center in Jeddah,1,39.208402,21.4460742,39.362754,21.4222327
9643,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,1,39.208402,21.4460742,39.362754,21.4222327
9644,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,AlYamamah Hospital in Riyadh,1,39.208402,21.4460742,46.6375541,24.7414432
9645,2020,Male,Saudi Arabia,Medicine and Surgery,Arabian Gulf University,King Fahd Hospital in Medina,1,50.5715292,26.2158176,38.194309,24.0204254
9646,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,Forensic Medicine Center in Medina,1,39.13186779999999,21.7693429,38.194309,24.0204254
9647,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,East Jeddah Hospital in Jeddah,1,39.13186779999999,21.7693429,39.362754,21.4222327
9648,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,Bahrain Defense Force Hospital in the Kingdom of Bahrain,1,39.13186779999999,21.7693429,50.5275852233908,26.1361804383855
9649,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,Armed Forces Hospital in the North in Hafar Albatin,1,39.13186779999999,21.7693429,45.9764941,28.4131784
9650,2020,Male,Saudi Arabia,Medicine and Surgery,Arabian Gulf University,King Salman Hospital for North West Armed Forces in Tabuk,1,50.5715292,26.2158176,36.5957527,28.3494438
9651,2020,Male,Saudi Arabia,Medicine and Surgery,Arabian Gulf University,King Fahd University Hospital in Khobar,1,50.5715292,26.2158176,50.1506389,26.2846113
9652,2020,Male,Saudi Arabia,Medicine and Surgery,Arabian Gulf University,AlQatif Central Hospital,1,50.5715292,26.2158176,50.1506389,26.2846113
9653,2020,Male,Saudi Arabia,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,Al-Iman Hospital in Riyadh,1,39.208402,21.4460742,46.6375541,24.7414432
9654,2020,Male,Saudi Arabia,Medicine and Surgery,Almaarefa University,Medical City of King Saud University in Riyadh,1,46.5797949,24.7581816,46.6375541,24.7414432
9655,2020,Male,Saudi Arabia,Medicine and Surgery,Almaarefa University,King Khalid University Hospital in Riyadh,1,46.5797949,24.7581816,46.6375541,24.7414432
9656,2020,Male,Saudi Arabia,Medicine and Surgery,Almaarefa University,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,1,46.5797949,24.7581816,46.6375541,24.7414432
9657,2020,Male,Saudi Arabia,Medicine and Surgery,Almaarefa University,King Faisal Specialist Hospital and Research Center in Riyadh,1,46.5797949,24.7581816,46.6375541,24.7414432
9658,2020,Male,Saudi Arabia,Medicine and Surgery,Almaarefa University,King Abdulaziz Medical City of National Guard in Alahsa,1,46.5797949,24.7581816,49.5142036,25.332395
9659,2020,Male,Saudi Arabia,Medicine and Surgery,Alfaisal University,Prince Mohammed bin Abdulaziz Hospital in Riyadh,1,46.67701100000001,24.6645919,46.6375541,24.7414432
9660,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,International Medical Center in Jeddah,1,39.13186779999999,21.7693429,39.362754,21.4222327
9661,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,King Abdulaziz Hospital in Mecca,1,39.13186779999999,21.7693429,39.94124,21.331945
9662,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,King Abdulaziz Medical City for National Guard in Jeddah,1,39.13186779999999,21.7693429,39.362754,21.4222327
9663,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,King Abdulaziz University Hospital in Jeddah,1,39.13186779999999,21.7693429,39.362754,21.4222327
9664,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,King Abdullah Medical City in the Holy Capital,1,39.13186779999999,21.7693429,39.94124,21.331945
9665,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,King Abdullah Medical Complex in Jeddah,1,39.13186779999999,21.7693429,39.362754,21.4222327
9666,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,King Fahd Hospital of Armed Forces in Jeddah,1,39.13186779999999,21.7693429,39.362754,21.4222327
9667,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,King Faisal Specialist Hospital and Research Center in Jeddah,1,39.13186779999999,21.7693429,39.362754,21.4222327
9668,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,MOH JointProgram for Family Medicine -Taif,1,39.13186779999999,21.7693429,40.412451,21.2401719
9669,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,Maternity and Children Hospital in Jeddah,1,39.13186779999999,21.7693429,39.362754,21.4222327
9670,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,Maternity and Children Hospital in Medina,1,39.13186779999999,21.7693429,38.194309,24.0204254
9671,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,Prince Sultan Military Medical City in Riyadh,1,39.13186779999999,21.7693429,46.6375541,24.7414432
9672,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,The program of the Ministry of Health in Makkah Al-Mukarramah,1,39.13186779999999,21.7693429,39.94124,21.331945
9673,2020,Male,Saudi Arabia,Medicine and Surgery,Batterjee Medical College,Uhud General Hospital in Medina,1,39.13186779999999,21.7693429,38.194309,24.0204254
9674,2020,Male,Saudi Arabia,Medicine and Surgery,Comenius University In Bratislava,King Fahd Specialist Hospital in Dammam,1,17.1159646,48.14119179999999,50.1506389,26.2846113
9675,2020,Male,Saudi Arabia,Medicine and Surgery,Comenius University In Bratislava,MOH Graduate Studies Program for Family Medicine,1,17.1159646,48.14119179999999,49.5142036,25.332395
9676,2020,Male,Saudi Arabia,Medicine and Surgery,Hamdard medical college MBBS,King Salman bin Abdulaziz Hospital in Riyadh,1,77.2501013,28.5142444,46.6375541,24.7414432
9677,2020,Male,Saudi Arabia,Medicine and Surgery,Majmaah University,King Fahd University Hospital in Khobar,1,45.4167277,25.8644684,50.1506389,26.2846113
9678,2020,Male,Saudi Arabia,Medicine and Surgery,Majmaah University,Medical City of King Saud University in Riyadh,1,45.4167277,25.8644684,46.6375541,24.7414432
9679,2020,Male,United Arab Emirates,Medicine and Surgery,Unknown,King Fahd University Hospital in Khobar,1,,,50.1506389,26.2846113
9680,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,JointProgram for Family Medicine in Madinah,1,,,38.194309,24.0204254
9681,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,The joint program in the Central and Eastern region,1,,,46.6375541,24.7414432
9682,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,Saudi Health Center in Al-Kharj,1,,,46.6375541,24.7414432
9683,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,Prince Saud bin Jalawi Hospital in Alahsa,1,,,49.5142036,25.332395
9684,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,Medina Cardiac Center,1,,,38.194309,24.0204254
9685,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,MOH JointProgram for Family Medicine -Arar,1,,,41.0526463,30.9374302
9686,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,JointProgram for Psychiatry in Riyadh,1,,,46.6375541,24.7414432
9687,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,"Joint training program in the eastern region, Dammam",1,,,50.1506389,26.2846113
9688,2020,Male,Saudi Arabia,Medicine and Surgery,Xinxiang Medical University,MOH Graduate Studies Program for Family Medicine,1,113.935952,35.291488,49.5142036,25.332395
9689,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,Joint Training Program in the Eastern Province and the Kingdom of Bahrain,1,,,46.6375541,24.7414432
9690,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,Health Cluster in Hail Region,1,,,41.6967663,27.5085257
9691,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,General Directorate of Health Affairs in Mecca,1,,,39.94124,21.331945
9692,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,Eradah Mental Health Hospital in Hofuf,1,,,49.5142036,25.332395
9693,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,Dammam Regional Laboratory and Blood Bank,1,,,50.1506389,26.2846113
9694,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,"Al-Jabr Hospital for ophthalmology,ear, nose and throat in Alahsa",1,,,49.5142036,25.332395
9695,2020,Male,Saudi Arabia,Medicine and Surgery,Xinxiang Medical University,Al-Iman Hospital in Riyadh,1,113.935952,35.291488,46.6375541,24.7414432
9696,2020,Male,Saudi Arabia,Nursing and Midwifery,Unknown,Alahsa Health Cluster,1,,,49.5142036,25.332395
9697,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Tabuk,The program of the Ministry of Health Yanbu,1,36.4767731,28.3941074,38.194309,24.0204254
9698,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Unknown,Johns Hopkins Aramco Healthcare Center in Dhahran,1,,,50.1506389,26.2846113
9699,2020,Male,Saudi Arabia,Unknown,King Saud Bin Abdulaziz University For Health Scinces,Eastern Health Cluster,1,46.852742,24.754344,50.1506389,26.2846113
9700,2020,Male,Saudi Arabia,Unknown,King Faisal University,King Faisal Specialist Hospital and Research Center in Riyadh,1,46.67701100000001,24.6645919,46.6375541,24.7414432
9701,2020,Male,Saudi Arabia,Unknown,Jazan University,King Fahad Medical City in Riyadh,1,42.5418037,16.9658094,46.6375541,24.7414432
9702,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Unknown,King Saud Medical City in Riyadh,1,,,46.6375541,24.7414432
9703,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Unknown,King Khalid Hospital in Hail,1,,,41.6967663,27.5085257
9704,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Unknown,King Khalid Eye Specialist Hospital in Riyadh,1,,,46.6375541,24.7414432
9705,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Unknown,General Directorate of Health Affairs in Najran Region,1,,,44.2337583,17.545267
9706,2020,Male,Saudi Arabia,Nursing and Midwifery,Unknown,Buraidah Central Hospital in Buraidah,1,,,43.4838773,25.8827324
9707,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Unknown,Armed Forces Hospital in Al-Hada in Taif,1,,,40.412451,21.2401719
9708,2020,Male,Saudi Arabia,Nursing and Midwifery,Unknown,King Khalid University Hospital in Riyadh,1,,,46.6375541,24.7414432
9709,2020,Male,Saudi Arabia,Nursing and Midwifery,Unknown,King Abdulaziz Medical City for National Guard in Riyadh,1,,,46.6375541,24.7414432
9710,2020,Male,Saudi Arabia,Nursing and Midwifery,Unknown,King Abdulaziz Hospital in Jeddah,1,,,39.362754,21.4222327
9711,2020,Male,Saudi Arabia,Nursing and Midwifery,Unknown,King Abdulaziz Air Base Hospital in Dhahran,1,,,50.1506389,26.2846113
9712,2020,Male,Saudi Arabia,Nursing and Midwifery,Unknown,Dr. Sulaiman AlHabib Medical Group in Riyadh,1,,,46.6375541,24.7414432
9713,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Tabuk,The program of the Ministry of Health in Al-Jouf,1,36.4767731,28.3941074,40.044994,29.790749
9714,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Tabuk,Riyadh First Health Cluster,1,36.4767731,28.3941074,46.6375541,24.7414432
9715,2020,Male,Saudi Arabia,Unknown,King Saud University,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,1,46.6236596,24.7252026,46.6375541,24.7414432
9716,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Hail,King Faisal Specialist Hospital and Research Center in Jeddah,1,41.7113481,27.6723802,39.362754,21.4222327
9717,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,JointProgram for Preventive medicine-Riyadh,1,46.7012672,24.8113861,46.6375541,24.7414432
9718,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,JointProgram for Forensic Medicine-Riyadh,1,46.7012672,24.8113861,46.6375541,24.7414432
9719,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,Joint Training Program in the Central Region,1,46.7012672,24.8113861,46.6375541,24.7414432
9720,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,General Directorate of Health Affairs in Al-Baha Region,1,46.7012672,24.8113861,41.5057266,20.0583716
9721,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Hail,Security Forces Hospital in Riyadh,1,41.7113481,27.6723802,46.6375541,24.7414432
9722,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Hail,King Khalid Eye Specialist Hospital in Riyadh,1,41.7113481,27.6723802,46.6375541,24.7414432
9723,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Hail,King Fahd University Hospital in Khobar,1,41.7113481,27.6723802,50.1506389,26.2846113
9724,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,King Abdulaziz Medical City for National Guard in Jeddah,1,46.7012672,24.8113861,39.362754,21.4222327
9725,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Hail,Dr. Sulaiman AlHabib Medical Group in Riyadh,1,41.7113481,27.6723802,46.6375541,24.7414432
9726,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Debrecen - Hungary,Alnoor Specialist Hospital in Mecca,1,21.6215102,47.5536257,39.94124,21.331945
9727,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Bisha,King Fahad Medical City in Riyadh,1,42.6130781,20.0277982,46.6375541,24.7414432
9728,2020,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,Uhud General Hospital in Medina,1,39.952206,21.3299695,38.194309,24.0204254
9729,2020,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,The program of the Ministry of Health in Taif ,1,39.952206,21.3299695,40.412451,21.2401719
9730,2020,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,The program of the Ministry of Health in Jeddah,1,39.952206,21.3299695,39.362754,21.4222327
9731,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,King Abdulaziz Air Base Hospital in Dhahran,1,46.7012672,24.8113861,50.1506389,26.2846113
9732,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,King Abdulaziz Medical City of National Guard in Alahsa,1,46.7012672,24.8113861,49.5142036,25.332395
9733,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Tabuk,Prince Sultan Military Medical City in Riyadh,1,36.4767731,28.3941074,46.6375541,24.7414432
9734,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Science And Technology - Yemen,Al-Iman Hospital in Riyadh,1,44.0619302,13.5976888,46.6375541,24.7414432
9735,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Tabuk,Medical City of King Saud University in Riyadh,1,36.4767731,28.3941074,46.6375541,24.7414432
9736,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Tabuk,King Saud Medical City in Riyadh,1,36.4767731,28.3941074,46.6375541,24.7414432
9737,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Tabuk,King Khalid University Hospital in Riyadh,1,36.4767731,28.3941074,46.6375541,24.7414432
9738,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Tabuk,King Fahd Specialist Hospital in Buraidah,1,36.4767731,28.3941074,43.4838773,25.8827324
9739,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Tabuk,Armed Forces Hospital in Al-Hada in Taif,1,36.4767731,28.3941074,40.412451,21.2401719
9740,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Science And Technology - Yemen,King Salman bin Abdulaziz Hospital in Riyadh,1,44.0619302,13.5976888,46.6375541,24.7414432
9741,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,The program of the Ministry of Health in Al-Qassim,1,46.7012672,24.8113861,43.4838773,25.8827324
9742,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,1,46.7012672,24.8113861,46.6375541,24.7414432
9743,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,The program of the Ministry of Health in Al-Ahsa,1,46.7012672,24.8113861,49.5142036,25.332395
9744,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,National CARE Hospital in Riyadh,1,46.7012672,24.8113861,46.6375541,24.7414432
9745,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,King Salman Hospital for North West Armed Forces in Tabuk,1,46.7012672,24.8113861,36.5957527,28.3494438
9746,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,King Fahd Hospital of the Armed Forces in the south,1,46.7012672,24.8113861,42.5238139,18.2024106
9747,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,King Fahd Hospital of Armed Forces in Jeddah,1,46.7012672,24.8113861,39.362754,21.4222327
9748,2020,Male,Saudi Arabia,Medicine and Surgery,University Of Imam Muhammad Bin Saud Islamic University,King Fahd Hospital in Medina,1,46.7012672,24.8113861,38.194309,24.0204254
9749,2020,Male,Saudi Arabia,Unknown,King Saud Bin Abdulaziz University For Health Scinces,Riyadh Second Health Cluster,1,46.852742,24.754344,46.6375541,24.7414432
9750,2020,Male,Saudi Arabia,Unknown,Qassim University,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
9751,2020,Male,Saudi Arabia,Medicine and Surgery,Majmaah University,Prince Mohammed bin Abdulaziz Hospital in Riyadh,1,45.4167277,25.8644684,46.6375541,24.7414432
9752,2020,Male,Syria,Medicine and Surgery,Damascus University,King Saud Medical City in Riyadh,1,36.2907898,33.5112984,46.6375541,24.7414432
9753,2020,Male,Syria,Medicine and Surgery,The Syrian Private University,King Faisal Specialist Hospital and Research Center in Riyadh,1,36.2700772,33.3143247,46.6375541,24.7414432
9754,2020,Male,Syria,Medicine and Surgery,Tanta University,King Khalid University Hospital in Riyadh,1,30.9991409,30.7924391,46.6375541,24.7414432
9755,2020,Male,Syria,Medicine and Surgery,King Abdulaziz University,International Medical Center in Jeddah,1,39.2391473,21.4932675,39.362754,21.4222327
9756,2020,Male,Syria,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,King Fahd General Hospital in Jeddah,1,39.208402,21.4460742,39.362754,21.4222327
9757,2020,Male,Syria,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,King Abdulaziz Hospital in Mecca,1,39.208402,21.4460742,39.94124,21.331945
9758,2020,Male,Syria,Medicine and Surgery,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,International Medical Center in Jeddah,1,39.208402,21.4460742,39.362754,21.4222327
9759,2020,Male,Syria,Medicine and Surgery,Almaarefa University,Prince Mohammed bin Abdulaziz Hospital in Riyadh,1,46.5797949,24.7581816,46.6375541,24.7414432
9760,2020,Male,Syria,Medicine and Surgery,University Of Aleppo,Prince Mohammed bin Abdulaziz Hospital in Riyadh,1,37.11676569999999,36.2090721,46.6375541,24.7414432
9761,2020,Male,Syria,Medicine and Surgery,Almaarefa University,Al-Iman Hospital in Riyadh,1,46.5797949,24.7581816,46.6375541,24.7414432
9762,2020,Male,Syria,Medicine and Surgery,Al-Baath University,King Saud Hospital in Unaizah,1,36.7096507,34.7129276,43.4838773,25.8827324
9763,2020,Male,Syria,Dentistry and Related Specialties,Riyadh Colleges Of Dentistry And Pharmacy,University Hospitals of Riyadh Alam University in Riyadh,1,46.717934,24.8033962,46.6375541,24.7414432
9764,2020,Male,Sudan,Unknown,Unknown,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,1,,,46.6375541,24.7414432
9765,2020,Male,Sudan,Unknown,University Of Gezira,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,1,33.5294074,14.3857952,46.6375541,24.7414432
9766,2020,Male,Sudan,Unknown,Omdurman Islamic University - Sudan,King Faisal Specialist Hospital and Research Center in Riyadh,1,32.4495547,15.5728519,46.6375541,24.7414432
9767,2020,Male,Syria,Medicine and Surgery,Tishreen University,King Faisal Specialist Hospital and Research Center in Riyadh,1,35.8072902,35.5226306,46.6375541,24.7414432
9768,2020,Male,Syria,Medicine and Surgery,University Of Aleppo,Prince Sultan Cardiac Center in Buraidah,1,37.11676569999999,36.2090721,43.4838773,25.8827324
9769,2020,Male,Sudan,Medicine and Surgery,Unknown,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,1,,,46.6375541,24.7414432
9770,2020,Male,Syria,Medicine and Surgery,Unknown,King Saud Medical City in Riyadh,1,,,46.6375541,24.7414432
9771,2020,Male,United Arab Emirates,Medicine and Surgery,University of Sharjah,Rashed Hospital in Dubai,1,55.47830450000001,25.2867653,55.31923041657,25.245130400261
9772,2020,Male,United Arab Emirates,Medicine and Surgery,United Arab Emirates University,Rashed Hospital in Dubai,1,55.67603399999999,24.200588,55.31923041657,25.245130400261
9773,2020,Male,United Arab Emirates,Medicine and Surgery,RCSI & UCD Malaysia Campus (RUMC),Rashed Hospital in Dubai,1,50.59699269999999,26.261768,55.31923041657,25.245130400261
9774,2020,Male,Syria,Medicine and Surgery,Unknown,Prince Sultan Military Medical City in Riyadh,1,,,46.6375541,24.7414432
9775,2020,Male,Syria,Medicine and Surgery,Unknown,Prince Sultan Cardiac Center in Buraidah,1,,,43.4838773,25.8827324
9776,2020,Male,Syria,Medicine and Surgery,Unknown,Maternity and Children Hospital in Medina,1,,,38.194309,24.0204254
9777,2020,Male,Syria,Medicine and Surgery,Unknown,King Salman Hospital for North West Armed Forces in Tabuk,1,,,36.5957527,28.3494438
9778,2020,Male,Syria,Medicine and Surgery,Unknown,Al Jalila Pediatric Hospital in Dubai,1,,,55.3187375177297,25.2259087616038
9779,2020,Male,Syria,Medicine and Surgery,Unknown,King Faisal Specialist Hospital and Research Center in Riyadh,1,,,46.6375541,24.7414432
9780,2020,Male,Syria,Medicine and Surgery,Unknown,King Faisal Specialist Hospital and Research Center in Jeddah,1,,,39.362754,21.4222327
9781,2020,Male,Syria,Medicine and Surgery,Unknown,King Fahad Medical City in Riyadh,1,,,46.6375541,24.7414432
9782,2020,Male,Syria,Medicine and Surgery,Unknown,King Fahad Hospital in Hofuf,1,,,49.5142036,25.332395
9783,2020,Male,Syria,Medicine and Surgery,Unknown,General Directorate of Health Affairs in Jazan Region,1,,,42.5471234,16.978015
9784,2020,Male,Syria,Medicine and Surgery,Unknown,Dr. Erfan and Bagedo General Hospital in Jeddah,1,,,39.362754,21.4222327
9785,2020,Male,Sudan,Medicine and Surgery,Unknown,Security Forces Hospital in Riyadh,1,,,46.6375541,24.7414432
