,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Current_Speciality_Name_En,Number_of_Trainees
7951,2020,From 30 to 39,Female,Kuwait,Obstetrics & Gynecology,1
7952,2022,Unknown,Female,Saudi Arabia,Clinical Neurophysiology,1
7953,2020,From 30 to 39,Female,Kuwait,Pediatrics Emergency Medicine,1
7954,2020,From 30 to 39,Female,Kuwait,Periodontics,1
7955,2020,From 30 to 39,Female,Jordan,Clinical Pharmacy - Infectious Diseases,1
7956,2020,From 30 to 39,Female,Lebanon,Internal Medicine,1
7957,2018,From 30 to 39,Male,Palestine,Adult Nephrology,1
7958,2018,From 30 to 39,Male,Palestine,Adult Hematology,1
7959,2020,From 30 to 39,Female,Mali,Adult Hematology,1
7960,2020,From 30 to 39,Female,Pakistan,Neurology,1
7961,2022,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Medication Safety,1
7962,2020,From 30 to 39,Female,Pakistan,Obstetrics & Gynecology,1
7963,2022,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Parental Nutrition,1
7964,2020,From 40 to 49,Female,Saudi Arabia,Epilepsy & Electroencephalography,1
7965,2020,From 30 to 39,Female,Iraq,Internal Medicine,1
7966,2018,From 30 to 39,Male,Kuwait,Urology,1
7967,2022,Unknown,Female,Palestine,Perinatal Neonatal Medicine,1
7968,2020,From 30 to 39,Female,Egypt,Internal Medicine,1
7969,2022,Unknown,Female,Jordan,Adult Hematology,1
7970,2022,Unknown,Female,Jordan,General Medical Oncology,1
7971,2020,From 30 to 39,Female,Egypt,Obstetrics & Gynecology,1
7972,2022,Unknown,Female,Lebanon,Pediatric Cardiology,1
7973,2022,Unknown,Female,Palestine,Adult Cardiology,1
7974,2022,Unknown,Female,Palestine,Adult Nephrology,1
7975,2022,Unknown,Female,Palestine,Gastroenterology,1
7976,2022,Unknown,Female,Saudi Arabia,Addiction Psychiatry,1
7977,2020,From 30 to 39,Female,India,Pediatrics,1
7978,2018,From 30 to 39,Male,Palestine,General Surgery,1
7979,2020,From 30 to 39,Female,Egypt,Pediatric Neurology,1
7980,2020,From 30 to 39,Female,Egypt,Perinatal Neonatal Medicine,1
7981,2020,From 30 to 39,Female,Eritrea,Internal Medicine,1
7982,2020,From 30 to 39,Female,Federated States Of Micronesia,Adult Critical Care Medicine,1
7983,2020,From 30 to 39,Female,India,Anesthesia,1
7984,2018,From 30 to 39,Male,Palestine,Emergency Medicine,1
7985,2022,Unknown,Female,Saudi Arabia,Adult Stem Cell Transplantation,1
7986,2018,From 30 to 39,Male,Palestine,Adult Critical Care Medicine,1
7987,2022,Unknown,Female,Saudi Arabia,Colorectal Surgery,1
7988,2020,From 30 to 39,Female,Palestine,Pediatric Hematology & Oncology,1
7989,2020,From 30 to 39,Female,Saudi Arabia,Cornea/ External Disease,1
7990,2020,From 30 to 39,Female,Saudi Arabia,Clinical Genetics & Metabolic Disorders,1
7991,2022,Unknown,Female,Saudi Arabia,Pediatrics Urology,1
7992,2020,From 30 to 39,Female,Saudi Arabia,Clinical Neurophysiology,1
7993,2022,Unknown,Female,Saudi Arabia,Retina Surgery,1
7994,2020,From 30 to 39,Female,Saudi Arabia,Clinical Pharmacy - Hematology Oncology,1
7995,2022,Unknown,Female,Saudi Arabia,Ultrasound In Obstetrics & Gynecology,1
7996,2022,Unknown,Female,Saudi Arabia,Vascular Neurology (Stroke),1
7997,2020,From 30 to 39,Female,Saudi Arabia,Colorectal Surgery,1
7998,2020,From 40 to 49,Female,Saudi Arabia,Adult Hematology,1
7999,2022,Unknown,Female,Saudi Arabia,Geriatric Medicine,1
8000,2022,Unknown,Female,Sudan,Gastroenterology,1
8001,2020,From 30 to 39,Female,Saudi Arabia,Diabetes​,1
8002,2018,From 30 to 39,Male,Pakistan,Internal Medicine,1
8003,2020,From 40 to 49,Female,Saudi Arabia,Adult Critical Care Nursing,1
8004,2018,From 30 to 39,Male,Pakistan,General Medical Oncology,1
8005,2022,Unknown,Female,Sudan,Pediatric Anesthesia,1
8006,2018,From 30 to 39,Male,Nigeria,Adult Cardiology,1
8007,2018,From 30 to 39,Male,Lebanon,Adult Critical Care Medicine,1
8008,2022,Unknown,Female,Saudi Arabia,Pediatric Surgery,1
8009,2018,From 30 to 39,Male,Pakistan,Orthopedic Surgery,1
8010,2022,Unknown,Female,Saudi Arabia,Pediatric Otolaryngology,1
8011,2022,Unknown,Female,Saudi Arabia,Pediatric Orthopedic Surgery,1
8012,2022,Unknown,Female,Saudi Arabia,Gynecologic Oncology,1
8013,2020,From 30 to 39,Female,Palestine,Pediatrics,1
8014,2022,Unknown,Female,Saudi Arabia,Mental Health,1
8015,2020,From 30 to 39,Female,Palestine,Perinatal Neonatal Medicine,1
8016,2022,Unknown,Female,Saudi Arabia,Musculoskeletal Surgical Oncology,1
8017,2020,From 40 to 49,Female,Saudi Arabia,Diabetes​,1
8018,2018,From 30 to 39,Male,Palestine,Adult Cardiology,1
8019,2022,Unknown,Female,Saudi Arabia,Neuro-Ophthalmology,1
8020,2020,From 40 to 49,Female,Saudi Arabia,Child And Adolescent Psychiatry,1
8021,2020,From 30 to 39,Female,Saudi Arabia,Adult Infectious Diseases,1
8022,2020,From 30 to 39,Female,Saudi Arabia,Adult Nephrology,1
8023,2020,From 30 to 39,Female,Saudi Arabia,Adult Psychosomatic Medicine,1
8024,2020,From 40 to 49,Female,Saudi Arabia,Cardiac Care Nursing,1
8025,2022,Unknown,Female,Saudi Arabia,Pediatric Neurology,1
8026,2020,From 40 to 49,Female,Saudi Arabia,Adult Interventional Cardiology,1
8027,2020,From 40 to 49,Female,Saudi Arabia,Adult Infectious Diseases,1
8028,2020,From 30 to 39,Female,Saudi Arabia,Body Imaging & Non-Vascular Intervention,1
8029,2020,From 30 to 39,Male,Yemen,Anesthesia,1
8030,2020,From 30 to 39,Male,Yemen,Adults Endocrinology & Metabolism,1
8031,2020,From 30 to 39,Female,Canada,Internal Medicine,1
8032,2020,From 30 to 39,Male,Kuwait,Cornea/ External Disease,1
8033,2020,From 30 to 39,Male,India,Adult Echocardiography,1
8034,2020,From 30 to 39,Male,India,Adult Respiratory Medicine,1
8035,2020,From 30 to 39,Male,Jordan,Adult Critical Care Medicine,1
8036,2020,From 30 to 39,Male,Jordan,Adult Echocardiography,1
8037,2020,From 30 to 39,Male,Jordan,Advanced Education In General Dentistry,1
8038,2020,From 30 to 39,Male,Jordan,Pediatric Cardiology,1
8039,2020,From 30 to 39,Male,Kuwait,Adult & Pediatric Orthopedic Spinal Surgery,1
8040,2020,From 30 to 39,Male,Kuwait,Adult Hematology,1
8041,2020,From 30 to 39,Male,Kuwait,General Surgery,1
8042,2020,From 30 to 39,Male,Immigrant Tribes,Obstetrics & Gynecology,1
8043,2020,From 30 to 39,Male,Kuwait,Internal Medicine,1
8044,2022,Unknown,Male,Saudi Arabia,Skull Base Neurosurgery,1
8045,2020,From 30 to 39,Male,Kuwait,Pediatrics,1
8046,2018,From 30 to 39,Female,Saudi Arabia,Oral And Maxillofacial Surgery,1
8047,2020,From 30 to 39,Male,Kuwait,Pediatrics Intensive Care,1
8048,2020,From 30 to 39,Male,Kuwait,Periodontics,1
8049,2018,From 30 to 39,Female,Saudi Arabia,Nuclear Medicine,1
8050,2022,Unknown,Male,Saudi Arabia,Urogynecology And Pelvic Reconstructive Surgery,1
8051,2020,From 30 to 39,Male,Immigrant Tribes,Perinatal Neonatal Medicine,1
8052,2020,From 30 to 39,Male,Federated States Of Micronesia,Pediatric Gastroenterology And Nutrition,1
8053,2020,From 30 to 39,Female,United States,Child And Adolescent Psychiatry,1
8054,2020,From 30 to 39,Male,Bahrain,General Surgery,1
8055,2020,From 30 to 39,Female,Yemen,Emergency Medicine,1
8056,2022,Unknown,Male,Saudi Arabia,Mental Health,1
8057,2020,From 30 to 39,Female,Yemen,Family Medicine,1
8058,2020,From 30 to 39,Female,Yemen,Internal Medicine,1
8059,2020,From 30 to 39,Female,Yemen,Pediatric Hematology & Oncology,1
8060,2020,From 30 to 39,Male,Afghanistan,Pediatrics,1
8061,2020,From 30 to 39,Male,Bahrain,Diagnostic Radiology,1
8062,2020,From 30 to 39,Male,Bahrain,Epilepsy & Electroencephalography,1
8063,2020,From 30 to 39,Male,Bahrain,Otorhinolaryngology Head And Neck Surgery,1
8064,2020,From 30 to 39,Male,Federated States Of Micronesia,Adult Cardiology,1
8065,2020,From 30 to 39,Male,Bahrain,Pediatrics,1
8066,2020,From 30 to 39,Male,Bahrain,Urology,1
8067,2020,From 30 to 39,Male,Egypt,Adult Cardiology,1
8068,2020,From 30 to 39,Male,Egypt,Adult Critical Care Medicine,1
8069,2020,From 30 to 39,Male,Egypt,Internal Medicine,1
8070,2020,From 30 to 39,Male,Egypt,Orthopedic Surgery,1
8071,2020,From 30 to 39,Male,Egypt,Thoracic Surgery,1
8072,2020,From 30 to 39,Male,Eritrea,Anesthesia,1
8073,2020,From 30 to 39,Male,Kuwait,Retina Surgery,1
8074,2018,From 30 to 39,Female,Saudi Arabia,Neuro-Ophthalmology,1
8075,2020,From 30 to 39,Male,Kuwait,Urology,1
8076,2022,Unknown,Male,Syria,Gastroenterology,1
8077,2020,From 30 to 39,Male,Saudi Arabia,Adult Hematology,1
8078,2020,From 30 to 39,Male,Saudi Arabia,Adult Infectious Diseases,1
8079,2018,From 30 to 39,Female,Saudi Arabia,Clinical Pharmacy - Critical Care,1
8080,2018,From 30 to 39,Female,Saudi Arabia,Clinical Pharmacy - Ambulatory Care,1
8081,2020,From 30 to 39,Male,Saudi Arabia,Cornea/ External Disease,1
8082,2022,Unknown,Male,Syria,Adult Nephrology,1
8083,2018,From 30 to 39,Female,Saudi Arabia,Child And Adolescent Psychiatry,1
8084,2020,From 30 to 39,Male,Saudi Arabia,Arthroscopy And Orthopedic Sport Injuries,1
8085,2018,From 30 to 39,Female,Saudi Arabia,Breast and Endocrine Surgical Oncology,1
8086,2020,From 30 to 39,Male,Malta,Adult Cardiology,1
8087,2020,From 30 to 39,Male,Saudi Arabia,Community Medicine (Health Informatics),1
8088,2022,Unknown,Male,Yemen,Adult Echocardiography,1
8089,2022,Unknown,Male,Yemen,Pediatric Cardiac Critical Care,1
8090,2020,From 30 to 39,Male,Saudi Arabia,Clinical Neurophysiology,1
8091,2020,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy - Critical Care,1
8092,2022,Unknown,Male,Yemen,Pediatric Hematology & Oncology,1
8093,2022,Unknown,Male,Yemen,Pediatrics Intensive Care,1
8094,2022,Unknown,Male,Yemen,Perinatal Neonatal Medicine,1
8095,2020,From 30 to 39,Male,Saudi Arabia,Adult Echocardiography,1
8096,2022,Unknown,Male,Syria,Adult Hematology,1
8097,2020,From 30 to 39,Male,Saudi Arabia,Adult Allergy & Immunology,1
8098,2020,From 30 to 39,Male,Saudi Arabia,Adult & Pediatric Orthopedic Spinal Surgery,1
8099,2018,From 30 to 39,Female,Saudi Arabia,Medical Microbiology,1
8100,2020,From 30 to 39,Male,Pakistan,Internal Medicine,1
8101,2020,From 30 to 39,Male,Pakistan,Obstetrics & Gynecology,1
8102,2022,Unknown,Male,Sudan,Adult & Pediatric Orthopedic Spinal Surgery,1
8103,2020,From 30 to 39,Male,Pakistan,Orthopedic Surgery,1
8104,2020,From 30 to 39,Male,Palestine,Adult Hematology,1
8105,2020,From 30 to 39,Male,Palestine,Anesthesia,1
8106,2020,From 30 to 39,Male,Palestine,Emergency Medicine,1
8107,2020,From 30 to 39,Male,Palestine,General Medical Oncology,1
8108,2022,Unknown,Male,Sudan,Adult Critical Care Medicine,1
8109,2018,From 30 to 39,Female,Saudi Arabia,Family Dentistry,1
8110,2020,From 30 to 39,Male,Palestine,Pediatrics,1
8111,2018,From 30 to 39,Female,Saudi Arabia,Epilepsy & Electroencephalography,1
8112,2022,Unknown,Male,Sudan,Saudi Postgraduate Diploma In Emergency Medicine,1
8113,2022,Unknown,Male,Sudan,Vascular Neurology (Stroke),1
8114,2020,From 30 to 39,Male,Palestine,Perinatal Neonatal Medicine,1
8115,2020,From 30 to 39,Male,Saudi Arabia,Addiction Psychiatry,1
8116,2020,From 30 to 39,Male,Saudi Arabia,Glaucoma,1
8117,2020,From 30 to 39,Female,United Arab Emirates,Pediatrics,1
8118,2020,From 30 to 39,Male,Yemen,Adult Hematology,1
8119,2022,Unknown,Male,Palestine,Adult Nephrology,1
8120,2022,Unknown,Male,Jordan,Adult Nephrology,1
8121,2022,Unknown,Male,Jordan,Pediatric Anesthesia,1
8122,2020,From 30 to 39,Male,Sudan,Cardiac Anesthesia,1
8123,2020,From 30 to 39,Male,Saudi Arabia,Vascular Surgery,1
8124,2022,Unknown,Male,Lebanon,Pediatrics Infectious Diseases,1
8125,2018,From 30 to 39,Female,Syria,Internal Medicine,1
8126,2018,From 30 to 39,Female,Syria,Adult Cardiology,1
8127,2022,Unknown,Male,Palestine,Adult Critical Care Medicine,1
8128,2020,From 30 to 39,Male,Saudi Arabia,Thoracic Surgery,1
8129,2022,Unknown,Male,Jordan,Adult Critical Care Medicine,1
8130,2022,Unknown,Male,Palestine,Pediatric Neurosurgery,1
8131,2020,From 30 to 39,Female,Saudi Arabia,Ultrasound In Obstetrics & Gynecology,1
8132,2022,Unknown,Male,Saudi Arabia,Addiction Psychiatry,1
8133,2020,From 30 to 39,Male,Saudi Arabia,Saudi Postgraduate Diploma In Paediatrics,1
8134,2018,From 30 to 39,Female,Sudan,Pediatrics Emergency Medicine,1
8135,2020,From 30 to 39,Female,Saudi Arabia,Vascular Neurology (Stroke),1
8136,2018,From 30 to 39,Female,Sudan,Pediatrics,1
8137,2018,From 30 to 39,Female,Sudan,Pediatric Anesthesia,1
8138,2018,From 30 to 39,Female,Syria,Pediatric Endocrinology And Metabolism,1
8139,2020,From 30 to 39,Male,Sudan,Internal Medicine,1
8140,2020,From 30 to 39,Female,United Arab Emirates,Clinical Neurosurgery,1
8141,2020,From 30 to 39,Male,Syria,Pediatrics,1
8142,2020,From 30 to 39,Male,Yemen,Adult Critical Care Medicine,1
8143,2022,Unknown,Male,Egypt,Adult Echocardiography,1
8144,2022,Unknown,Male,Egypt,Adult Infectious Diseases,1
8145,2022,Unknown,Male,Egypt,Pediatrics Intensive Care,1
8146,2020,From 30 to 39,Male,United Kingdom,General Surgery,1
8147,2020,From 30 to 39,Male,United Arab Emirates,Clinical Neurosurgery,1
8148,2018,From 30 to 39,Female,United Arab Emirates,Internal Medicine,1
8149,2022,Unknown,Male,Immigrant Tribes,Adult Critical Care Medicine,1
8150,2018,From 30 to 39,Female,United Arab Emirates,Clinical Neurosurgery,1
8151,2020,From 30 to 39,Male,Sudan,Obstetrics & Gynecology,1
8152,2022,Unknown,Male,India,Adult & Pediatric Orthopedic Spinal Surgery,1
8153,2018,From 30 to 39,Female,United Arab Emirates,Adult Respiratory Medicine,1
8154,2020,From 30 to 39,Male,Syria,Anesthesia,1
8155,2018,From 30 to 39,Female,Turkey,Pediatrics,1
8156,2020,From 30 to 39,Male,Syria,Advanced Education In General Dentistry,1
8157,2022,Unknown,Male,India,Adult Cardiology,1
8158,2018,From 30 to 39,Female,Thailand,Family Medicine,1
8159,2020,From 30 to 39,Male,Sudan,Perinatal Neonatal Medicine,1
8160,2022,Unknown,Male,Saudi Arabia,Adult Stem Cell Transplantation,1
8161,2022,Unknown,Male,Saudi Arabia,Advanced General Pediatric,1
8162,2018,From 30 to 39,Female,Sudan,Gastroenterology,1
8163,2020,From 30 to 39,Female,Thailand,Family Medicine,1
8164,2022,Unknown,Male,Saudi Arabia,Clinical Pharmacy - Infectious Diseases,1
8165,2022,Unknown,Male,Saudi Arabia,Clinical Pharmacy - Parental Nutrition,1
8166,2022,Unknown,Male,Saudi Arabia,Colorectal Surgery,1
8167,2018,From 30 to 39,Female,Saudi Arabia,Pediatric Otolaryngology,1
8168,2020,From 30 to 39,Male,Saudi Arabia,Nuclear Medicine,1
8169,2020,From 30 to 39,Male,Saudi Arabia,Musculoskeletal Radiology,1
8170,2020,From 30 to 39,Female,Syria,Internal Medicine,1
8171,2020,From 30 to 39,Male,Saudi Arabia,Movement Disorder,1
8172,2020,From 30 to 39,Male,Saudi Arabia,Interventional Neuro-Radiology,1
8173,2018,From 30 to 39,Female,Sudan,Family Medicine,1
8174,2022,Unknown,Male,Saudi Arabia,Geriatric Medicine,1
8175,2020,From 30 to 39,Female,Turkey,Pediatrics,1
8176,2022,Unknown,Male,Saudi Arabia,Head And Neck Oncology Surgery,1
8177,2020,From 30 to 39,Male,Saudi Arabia,Hepatobiliary-Pancreatic Surgery,1
8178,2020,From 30 to 39,Female,United Arab Emirates,Adult Hematology,1
8179,2020,From 30 to 39,Female,United Arab Emirates,Adult Respiratory Medicine,1
8180,2020,From 30 to 39,Female,United Arab Emirates,Child And Adolescent Psychiatry,1
8181,2020,From 30 to 39,Male,Saudi Arabia,Gynecologic Oncology,1
8182,2020,From 30 to 39,Female,Syria,Advanced Education In General Dentistry,1
8183,2022,Unknown,Male,Saudi Arabia,Clinical Pharmacy - Hematology Oncology,1
8184,2022,Unknown,Male,Saudi Arabia,Clinical Pharmacy - Cardiology,1
8185,2020,From 30 to 39,Female,Syria,Adult Cardiology,1
8186,2018,From 30 to 39,Female,Sudan,Adult Cardiology,1
8187,2018,From 30 to 39,Female,Somalia,Emergency Medicine,1
8188,2018,From 30 to 39,Female,Saudi Arabia,Women Imaging,1
8189,2018,From 30 to 39,Female,Saudi Arabia,Vascular Surgery,1
8190,2018,From 30 to 39,Female,Saudi Arabia,Vascular Neurology (Stroke),1
8191,2020,From 30 to 39,Male,Saudi Arabia,Pediatrics Infectious Diseases,1
8192,2020,From 30 to 39,Female,Saudi Arabia,Vascular Surgery,1
8193,2022,Unknown,Male,Saudi Arabia,Bone And Soft Tissue Pathology,1
8194,2020,From 30 to 39,Female,Somalia,Emergency Medicine,1
8195,2020,From 30 to 39,Female,Sudan,Internal Medicine,1
8196,2020,From 30 to 39,Male,Saudi Arabia,Pediatric Endocrinology And Metabolism,1
8197,2020,From 30 to 39,Male,Saudi Arabia,Pediatric Anesthesia,1
8198,2020,From 30 to 39,Male,Saudi Arabia,Palliative Care Medicine,1
8199,2020,From 30 to 39,Male,Saudi Arabia,Pain Medicine,1
8200,2022,Unknown,Male,Saudi Arabia,Cardiac Electrophysiology & Pacing,1
8201,2020,From 30 to 39,Female,Sudan,Perinatal Neonatal Medicine,1
8202,2018,From 30 to 39,Female,Saudi Arabia,Pediatric Stem Cell Transplantation,1
8203,2020,From 30 to 39,Female,Egypt,Family Medicine,1
8204,2020,From 40 to 49,Female,Saudi Arabia,General Surgery,1
8205,2020,From 20 to 29,Male,India,Internal Medicine,1
8206,2018,From 30 to 39,Male,Yemen,Pediatrics Infectious Diseases,1
8207,2018,From 40 to 49,Female,Bahrain,Otorhinolaryngology Head And Neck Surgery,1
8208,2018,From 40 to 49,Female,Bahrain,Internal Medicine,1
8209,2018,From 40 to 49,Female,Bahrain,General Surgery,1
8210,2020,From 40 to 49,Male,Saudi Arabia,Neurology,1
8211,2018,From 40 to 49,Female,Bahrain,Emergency Medicine,1
8212,2018,From 40 to 49,Female,Azerbaijan,Adult Critical Care Medicine,1
8213,2018,From 40 to 49,Female,Algeria,Pediatrics,1
8214,2018,From 40 to 49,Female,Algeria,Obstetrics & Gynecology,1
8215,2018,From 30 to 39,Male,Yemen,Pediatrics Emergency Medicine,1
8216,2018,From 40 to 49,Female,Egypt,Diagnostic Neuroradiology,1
8217,2018,From 30 to 39,Male,Yemen,Pediatrics,1
8218,2018,From 30 to 39,Male,Yemen,Pediatric Radiology,1
8219,2018,From 30 to 39,Male,Yemen,Pediatric Cardiology,1
8220,2018,From 30 to 39,Male,Yemen,Internal Medicine,1
8221,2020,From 40 to 49,Male,Saudi Arabia,Maternal-Fetal Medicine,1
8222,2018,From 30 to 39,Male,Yemen,General Medical Oncology,1
8223,2018,From 30 to 39,Male,Yemen,Clinical Neurosurgery,1
8224,2020,From 40 to 49,Male,Saudi Arabia,Interventional Neuro-Radiology,1
8225,2018,From 40 to 49,Female,Egypt,Adult Critical Care Medicine,1
8226,2018,From 40 to 49,Female,Egypt,Diagnostic Radiology,1
8227,2020,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Internal Medicine,1
8228,2018,From 40 to 49,Female,Kuwait,Child And Adolescent Psychiatry,1
8229,2018,From 40 to 49,Female,Saudi Arabia,Adult Critical Care Nursing,1
8230,2018,From 40 to 49,Female,Saudi Arabia,Adult Critical Care Medicine,1
8231,2020,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Pediatric,1
8232,2018,From 40 to 49,Female,Saudi Arabia,Adult Cardiology,1
8233,2018,From 40 to 49,Female,Saudi Arabia,Adult Allergy & Immunology,1
8234,2018,From 40 to 49,Female,Pakistan,Ultrasound In Obstetrics & Gynecology,1
8235,2018,From 40 to 49,Female,Pakistan,Perinatal Neonatal Medicine,1
8236,2020,From 40 to 49,Male,Saudi Arabia,Oncology Nursing,1
8237,2018,From 40 to 49,Female,Kuwait,Adult Cardiology,1
8238,2018,From 40 to 49,Female,Egypt,Obstetrics & Gynecology,1
8239,2018,From 40 to 49,Female,Jordan,Perinatal Neonatal Medicine,1
8240,2018,From 40 to 49,Female,Jordan,Obstetrics & Gynecology,1
8241,2018,From 40 to 49,Female,Jordan,Adult Respiratory Medicine,1
8242,2018,From 40 to 49,Female,Ireland,Palliative Care Medicine,1
8243,2018,From 40 to 49,Female,Indonesia,General Surgery,1
8244,2018,From 40 to 49,Female,India,Perinatal Neonatal Medicine,1
8245,2018,From 40 to 49,Female,Egypt,Perinatal Neonatal Medicine,1
8246,2020,From 40 to 49,Male,Saudi Arabia,Obstetrics & Gynecology,1
8247,2018,From 30 to 39,Male,Yemen,Adult Respiratory Medicine,1
8248,2018,From 30 to 39,Male,Yemen,Adult Critical Care Medicine,1
8249,2018,From 30 to 39,Male,Yemen,Adult Cardiology,1
8250,2022,From 30 to 39,Male,Saudi Arabia,Oculoplatic And Reconstructive Surgery,1
8251,2020,From 40 to 49,Male,Saudi Arabia,Family Dentistry,1
8252,2018,From 30 to 39,Male,Syria,Anesthesia,1
8253,2022,From 30 to 39,Male,Saudi Arabia,Infertility-Andrology,1
8254,2020,From 40 to 49,Male,Saudi Arabia,Emergency Nursing,1
8255,2020,From 20 to 29,Male,Saudi Arabia,Pediatric Cardiology,1
8256,2022,From 30 to 39,Male,Saudi Arabia,Musculoskeletal Radiology,1
8257,2022,From 30 to 39,Male,Saudi Arabia,Nuclear Medicine,1
8258,2020,From 40 to 49,Male,Saudi Arabia,Child And Adolescent Psychiatry,1
8259,2020,From 40 to 49,Male,Saudi Arabia,Cardiac Surgery,1
8260,2018,From 30 to 39,Male,United Kingdom,Internal Medicine,1
8261,2020,From 20 to 29,Male,Saudi Arabia,Pediatrics Emergency Medicine,1
8262,2022,From 30 to 39,Male,Saudi Arabia,Pediatric Allergy And Immunology,1
8263,2022,From 30 to 39,Male,Saudi Arabia,Pediatric Anesthesia,1
8264,2020,From 20 to 29,Male,Saudi Arabia,Pediatrics Respiratory Medicine,1
8265,2018,From 30 to 39,Male,Sudan,General Medical Oncology,1
8266,2022,From 30 to 39,Male,Saudi Arabia,Pediatric Nephrology,1
8267,2022,From 30 to 39,Male,Saudi Arabia,Pediatric Ophthalmology And Strabismus,1
8268,2020,From 40 to 49,Male,Saudi Arabia,Adult Hematology,1
8269,2022,From 30 to 39,Male,Saudi Arabia,Gynecologic Oncology,1
8270,2022,From 30 to 39,Male,Saudi Arabia,Cornea/ External Disease,1
8271,2022,From 30 to 39,Male,Saudi Arabia,Colorectal Surgery,1
8272,2022,From 20 to 29,Male,Saudi Arabia,Cardiac Anesthesia,1
8273,2018,From 30 to 39,Male,United Kingdom,General Surgery,1
8274,2018,From 30 to 39,Male,United Arab Emirates,Neurology,1
8275,2018,From 30 to 39,Male,United Arab Emirates,Clinical Neurosurgery,1
8276,2018,From 30 to 39,Male,United Arab Emirates,Adult Respiratory Medicine,1
8277,2018,From 30 to 39,Male,Tunisia,Adult Hematology,1
8278,2020,From 20 to 29,Male,Saudi Arabia,General Medical Oncology,1
8279,2022,From 30 to 39,Male,Saudi Arabia,Adult Psychosomatic Medicine,1
8280,2020,From 20 to 29,Male,Saudi Arabia,Interventional Neuro-Radiology,1
8281,2020,From 20 to 29,Male,Saudi Arabia,Musculoskeletal Surgical Oncology,1
8282,2018,From 30 to 39,Male,Syria,Perinatal Neonatal Medicine,1
8283,2020,From 20 to 29,Male,Saudi Arabia,Nuclear Medicine,1
8284,2022,From 30 to 39,Male,Saudi Arabia,Arthroscopy And Orthopedic Sport Injuries,1
8285,2020,From 40 to 49,Male,Saudi Arabia,Implant Dentistry,1
8286,2020,From 40 to 49,Male,Saudi Arabia,General Surgery,1
8287,2022,From 30 to 39,Male,Saudi Arabia,Cardiac Anesthesia,1
8288,2022,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy - Ambulatory Care,1
8289,2022,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy - Cardiology,1
8290,2018,From 40 to 49,Female,Saudi Arabia,Adult Interventional Cardiology,1
8291,2020,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Infectious Diseases,1
8292,2020,From 40 to 49,Male,Saudi Arabia,Adult Critical Care Nursing,1
8293,2020,From 20 to 29,Male,Palestine,Obstetrics & Gynecology,1
8294,2020,From 20 to 29,Male,Pakistan,Anesthesia,1
8295,2018,From 40 to 49,Female,Yemen,Clinical Neurosurgery,1
8296,2020,From 20 to 29,Male,Pakistan,General Surgery,1
8297,2018,From 40 to 49,Female,Yemen,Adult Cardiology,1
8298,2020,From 20 to 29,Male,Palestine,Anesthesia,1
8299,2018,From 40 to 49,Female,United States,Neurology,1
8300,2018,From 40 to 49,Female,United Arab Emirates,Pediatrics Infectious Diseases,1
8301,2018,From 40 to 49,Female,Syria,Pediatric Gastroenterology And Nutrition,1
8302,2018,From 40 to 49,Female,Sudan,Pediatric Hematology & Oncology,1
8303,2018,From 40 to 49,Female,Yemen,Obstetrics & Gynecology,1
8304,2018,From 40 to 49,Female,Sudan,Pediatric Cardiology,1
8305,2018,From 40 to 49,Female,Sudan,Palliative Care Medicine,1
8306,2020,From 20 to 29,Male,Palestine,Psychiatry,1
8307,2020,From 20 to 29,Male,Saudi Arabia,Adult & Pediatric Orthopedic Spinal Surgery,1
8308,2018,From 40 to 49,Female,Sudan,Internal Medicine,1
8309,2018,From 40 to 49,Female,Sudan,Emergency Medicine,1
8310,2018,From 40 to 49,Female,Sudan,Adult Nephrology,1
8311,2018,From 40 to 49,Female,Sudan,Adult Hematology,1
8312,2020,From 20 to 29,Male,Lebanon,Internal Medicine,1
8313,2018,From 40 to 49,Female,Yemen,Pediatric Radiology,1
8314,2018,From 40 to 49,Female,Saudi Arabia,Adult Rheumatology,1
8315,2018,From 40 to 49,Male,Bahrain,Pediatric Cardiology,1
8316,2022,From 30 to 39,Male,Kuwait,Retina Surgery,1
8317,2020,From 20 to 29,Male,India,Neurology,1
8318,2018,From 40 to 49,Male,Egypt,Adult Stem Cell Transplantation,1
8319,2020,From 20 to 29,Male,Iraq,Pediatrics,1
8320,2018,From 40 to 49,Male,Egypt,Adult Hematology,1
8321,2020,From 20 to 29,Male,Jordan,Advanced Education In General Dentistry,1
8322,2020,From 20 to 29,Male,Jordan,Dermatology,1
8323,2020,From 20 to 29,Male,Jordan,Orthopedic Surgery,1
8324,2018,From 40 to 49,Male,Bahrain,Neurology,1
8325,2020,From 20 to 29,Male,Kuwait,Urology,1
8326,2018,From 40 to 49,Male,Bahrain,Hepatobiliary-Pancreatic Surgery,1
8327,2022,From 30 to 39,Male,Malta,Adult Cardiology,1
