,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Work_Name_En,Number_of_Trainees
4008,2017,From 20 to 29,Male,Saudi Arabia,Ministry of Defense / Land Forces,2
4009,2017,From 20 to 29,Male,Saudi Arabia,Prince Mohammed Bin Abdulaziz Hospital,2
4010,2017,From 20 to 29,Male,Syria,Dubai Health Authority,2
4011,2017,From 30 to 39,Female,Bahrain,King Hamad University Hospita,2
4012,2017,From 30 to 39,Male,Bahrain,King Hamad University Hospita,2
4013,2017,From 30 to 39,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,2
4014,2016,Unknown,Male,Yemen,Security Forces Hospital - Riyadh,2
4015,2017,From 30 to 39,Male,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,2
4016,2017,From 40 to 49,Male,Egypt,King Saud University,2
4017,2017,From 40 to 49,Male,Egypt,Ministry of Defense / Personal Contract,2
4018,2017,From 40 to 49,Male,Egypt,Ministry of National Guard,2
4019,2017,From 40 to 49,Male,India,King Saud Medical City in Riyadh,2
4020,2017,From 40 to 49,Male,Pakistan,Personal Contract,2
4021,2017,From 40 to 49,Male,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,2
4022,2017,From 40 to 49,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",2
4023,2017,From 40 to 49,Male,Saudi Arabia,Ministry of Defense,2
4024,2017,From 40 to 49,Male,Saudi Arabia,Ministry of Interior,2
4025,2017,From 40 to 49,Male,Saudi Arabia,Saud Al Babtain Cardiac Center,2
4026,2017,From 40 to 49,Male,Saudi Arabia,Security Forces Hospital - Riyadh,2
4027,2017,From 40 to 49,Male,Sudan,"King Fahad Specialist Hospital, Damam",2
4028,2017,From 40 to 49,Male,Sudan,King Saud University,2
4029,2017,From 40 to 49,Male,Sudan,Ministry of Interior,2
4030,2017,From 40 to 49,Male,Syria,King Faisal Specialist Hospital & Research Centre,2
4031,2017,From 40 to 49,Male,Syria,Ministry of Health,2
4032,2017,From 40 to 49,Male,United Arab Emirates,Personal Contract,2
4033,2017,From 40 to 49,Male,Yemen,King Saud University,2
4034,2017,From 40 to 49,Male,Yemen,Ministry of National Guard,2
4035,2017,From 40 to 49,Male,Bahrain,وزارة الدفاع - البحرين,2
4036,2017,From 40 to 49,Male,Bahrain,Bahrain Ministry of Health,2
4037,2017,From 40 to 49,Female,Sudan,Ministry of National Guard,2
4038,2017,From 30 to 39,Male,Yemen,Ministry of National Guard,2
4039,2017,From 30 to 39,Male,Saudi Arabia,Majmaah University,2
4040,2017,From 30 to 39,Male,Saudi Arabia,Prince Abdulrahman Advanced Dental Institute,2
4041,2017,From 30 to 39,Male,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",2
4042,2017,From 30 to 39,Male,Saudi Arabia,Taif University,2
4043,2017,From 30 to 39,Male,Sudan,Dubai Health Authority,2
4044,2017,From 30 to 39,Male,Syria,Ministry of Health,2
4045,2017,From 30 to 39,Male,United Arab Emirates,Dubai Health Authority,2
4046,2017,From 30 to 39,Male,Yemen,Ministry of Defense / Personal Contract,2
4047,2017,From 30 to 39,Male,Yemen,Private Sector,2
4048,2017,From 40 to 49,Female,Saudi Arabia,university of tabuk,2
4049,2017,From 40 to 49,Female,India,Ministry of Defense / Personal Contract,2
4050,2017,From 40 to 49,Female,India,Ministry of Health,2
4051,2017,From 40 to 49,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,2
4052,2017,From 40 to 49,Female,Saudi Arabia,King Fahad Medical City in Riyadh,2
4053,2017,From 40 to 49,Female,Saudi Arabia,King Khalid National Guard Hospital,2
4054,2017,From 40 to 49,Female,Saudi Arabia,Ministry of Defense / Personal Contract,2
4055,2017,From 40 to 49,Female,Saudi Arabia,Prince Sultan Military Medical City,2
4056,2017,From 40 to 49,Female,Saudi Arabia,Qassim University,2
4057,2016,Unknown,Male,Yemen,Unknown,2
4058,2016,Unknown,Male,Yemen,Private Sector,2
4059,2017,From 50 to 59,Male,Saudi Arabia,Unknown,2
4060,2016,Unknown,Female,Saudi Arabia,Ministry of Interior Medical Services,2
4061,2016,From 40 to 49,Male,Sudan,"King Fahad Specialist Hospital, Damam",2
4062,2016,From 40 to 49,Male,Sudan,King Saud University,2
4063,2016,From 40 to 49,Male,Sudan,Ministry of Defense / Personal Contract,2
4064,2016,From 40 to 49,Male,Yemen,King Saud University,2
4065,2016,From 40 to 49,Male,Yemen,Personal Contract,2
4066,2016,From 50 to 59,Male,Saudi Arabia,Ministry of Health,2
4067,2016,Unknown,Female,Bahrain,Personal Contract,2
4068,2016,Unknown,Female,Egypt,King Khalid National Guard Hospital,2
4069,2016,Unknown,Female,Egypt,Ministry of Defense / Personal Contract,2
4070,2016,Unknown,Female,Egypt,Private Sector,2
4071,2016,Unknown,Female,Egypt,Security Forces Hospital - Riyadh,2
4072,2016,Unknown,Female,India,Ministry of Health,2
4073,2016,Unknown,Female,India,Personal Contract,2
4074,2016,Unknown,Female,Iraq,Ministry of Health,2
4075,2016,Unknown,Female,Jordan,King Saud University,2
4076,2016,Unknown,Female,Pakistan,Personal Contract,2
4077,2016,Unknown,Female,Palestine,International Medical Center,2
4078,2016,Unknown,Female,Saudi Arabia,Dr. Soliman Fakeeh Hospital,2
4079,2016,Unknown,Female,Saudi Arabia,"King Abdulaziz Hospital, Mecca",2
4080,2016,From 40 to 49,Male,Saudi Arabia,Qassim University,2
4081,2016,From 40 to 49,Male,Saudi Arabia,Ministry of Interior Medical Services,2
4082,2016,From 40 to 49,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",2
4083,2016,From 40 to 49,Female,Saudi Arabia,"King Fahad Specialist Hospital, Damam",2
4084,2016,From 30 to 39,Male,Yemen,King Abdulaziz University,2
4085,2016,From 30 to 39,Male,Yemen,Ministry of Health,2
4086,2016,From 40 to 49,Female,Egypt,Ministry of Health,2
4087,2016,From 40 to 49,Female,India,Dallah Hospitals,2
4088,2016,From 40 to 49,Female,India,Ministry of Defense / Personal Contract,2
4089,2016,From 40 to 49,Female,India,Ministry of Health,2
4090,2016,From 40 to 49,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,2
4091,2016,From 40 to 49,Female,Saudi Arabia,King Fahad Medical City in Riyadh,2
4092,2016,From 40 to 49,Female,Saudi Arabia,King Khalid National Guard Hospital,2
4093,2016,From 40 to 49,Male,Saudi Arabia,Imam Mohammad Ibn Saud Islamic University,2
4094,2016,From 40 to 49,Female,Saudi Arabia,King Saud University,2
4095,2016,From 40 to 49,Female,Saudi Arabia,Ministry of Defense / Personal Contract,2
4096,2016,From 40 to 49,Female,Saudi Arabia,Ministry of National Guard,2
4097,2016,From 40 to 49,Female,Saudi Arabia,Prince Sultan Military Medical City,2
4098,2016,From 40 to 49,Female,Saudi Arabia,Qassim University,2
4099,2016,From 40 to 49,Female,Saudi Arabia,Unknown,2
4100,2016,From 40 to 49,Female,Saudi Arabia,university of tabuk,2
4101,2016,From 40 to 49,Male,Egypt,Ministry of Health,2
4102,2016,Unknown,Female,Saudi Arabia,Ministry of Interior / General Intelligence,2
4103,2016,Unknown,Female,Saudi Arabia,Private Sector,2
4104,2016,Unknown,Male,Yemen,Oman Medical Specialty Board,2
4105,2016,Unknown,Female,Saudi Arabia,"Royal Commission Medical Center, Yanbu",2
4106,2016,Unknown,Male,Saudi Arabia,Dr. Soliman Fakeeh Hospital,2
4107,2016,Unknown,Male,Saudi Arabia,Jazan University,2
4108,2016,Unknown,Male,Saudi Arabia,Ministry of Education,2
4109,2016,Unknown,Male,Saudi Arabia,Ministry of Interior / General Intelligence,2
4110,2016,Unknown,Male,Saudi Arabia,Private Sector,2
4111,2016,Unknown,Male,Saudi Arabia,"Royal Commission Medical Center, Yanbu",2
4112,2016,Unknown,Male,Saudi Arabia,Saudi Red Crescent Authority,2
4113,2016,Unknown,Male,Saudi Arabia,Shaqra University,2
4114,2016,Unknown,Male,Saudi Arabia,University of Jeddah ,2
4115,2016,Unknown,Male,Sudan,King Fahad Medical City in Riyadh,2
4116,2016,Unknown,Male,Sudan,King Fahad National Guard Hospital,2
4117,2016,Unknown,Male,Sudan,Prince Sultan Military Medical City,2
4118,2016,Unknown,Male,Syria,King Abdulaziz University,2
4119,2016,Unknown,Male,Syria,Private Sector,2
4120,2016,Unknown,Male,Syria,Security Forces Hospital - Riyadh,2
4121,2016,Unknown,Male,Yemen,King Abdulaziz University,2
4122,2016,Unknown,Male,Yemen,"King Fahad Specialist Hospital, Damam",2
4123,2016,Unknown,Male,Yemen,King Faisal Specialist Hospital & Research Centre,2
4124,2016,Unknown,Male,Yemen,Ministry of Defense / Personal Contract,2
4125,2016,Unknown,Male,Palestine,Private Sector,2
4126,2016,Unknown,Male,Palestine,Dr. Soliman Fakeeh Hospital,2
4127,2016,Unknown,Male,Pakistan,Personal Contract,2
4128,2016,Unknown,Female,Yemen,"King Fahad Specialist Hospital, Damam",2
4129,2016,Unknown,Female,Sudan,"King Fahad Specialist Hospital, Damam",2
4130,2016,Unknown,Female,Sudan,King Saud Medical City in Riyadh,2
4131,2016,Unknown,Female,Sudan,Prince Sultan Military Medical City,2
4132,2016,Unknown,Female,Sudan,Private Sector,2
4133,2016,Unknown,Female,Syria,Ministry of Health,2
4134,2016,Unknown,Female,Syria,Private Sector,2
4135,2016,Unknown,Female,United Arab Emirates,Dubai Health Authority,2
4136,2016,Unknown,Female,Yemen,Dr. Soliman Fakeeh Hospital,2
4137,2016,Unknown,Female,Yemen,King Faisal Specialist Hospital & Research Centre,2
4138,2016,Unknown,Male,Jordan,Personal Contract,2
4139,2016,Unknown,Female,Yemen,Security Forces Hospital - Riyadh,2
4140,2016,Unknown,Male,Bahrain,Bahrain Ministry of Health,2
4141,2016,Unknown,Male,Egypt,King Fahad National Guard Hospital,2
4142,2016,Unknown,Male,Egypt,"King Fahad Specialist Hospital, Damam",2
4143,2016,Unknown,Male,Egypt,Ministry of National Guard,2
4144,2016,Unknown,Male,India,Dr. Soliman Fakeeh Hospital,2
4145,2016,Unknown,Male,Jordan,King Saud University,2
4146,2016,Unknown,Male,Jordan,Ministry of Defense / Personal Contract,2
4147,2017,From 50 to 59,Male,Saudi Arabia,Ministry of Health,2
4148,2017,Less Than 20,Female,Saudi Arabia,King Abdulaziz University,2
4149,2018,Unknown,Male,Egypt,Ministry of National Guard,2
4150,2018,From 40 to 49,Male,Sudan,King Fahad Medical City in Riyadh,2
4151,2018,From 30 to 39,Male,Yemen,Unknown,2
4152,2018,From 40 to 49,Female,Kuwait,Kuwait Ministry of Health,2
4153,2018,From 40 to 49,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,2
4154,2018,From 40 to 49,Female,Saudi Arabia,King Fahad Medical City in Riyadh,2
4155,2018,From 40 to 49,Female,Saudi Arabia,Ministry of Defense / Personal Contract,2
4156,2018,From 40 to 49,Female,Saudi Arabia,Ministry of National Guard,2
4157,2018,From 40 to 49,Female,Saudi Arabia,Prince Sultan Military Medical City,2
4158,2018,From 40 to 49,Female,Sudan,Ministry of National Guard,2
4159,2018,From 40 to 49,Female,Sudan,Personal Contract,2
4160,2018,From 40 to 49,Female,Sudan,Unknown,2
4161,2018,From 40 to 49,Male,Bahrain,Bahrain Ministry of Health,2
4162,2018,From 40 to 49,Male,Bahrain,وزارة الدفاع - البحرين,2
4163,2018,From 40 to 49,Male,Egypt,King Abdullah Medical City in Mecca,2
4164,2018,From 40 to 49,Male,Egypt,King Saud University,2
4165,2018,From 40 to 49,Male,Egypt,Ministry of National Guard,2
4166,2018,From 40 to 49,Male,India,King Saud Medical City in Riyadh,2
4167,2018,From 40 to 49,Male,Pakistan,King Faisal Specialist Hospital & Research Centre,2
4168,2018,From 40 to 49,Male,Pakistan,Personal Contract,2
4170,2018,From 30 to 39,Male,Yemen,Private Sector,2
4171,2018,From 30 to 39,Male,Yemen,Ministry of Defense / Personal Contract,2
4172,2018,From 30 to 39,Male,United Arab Emirates,Dubai Health Authority,2
4173,2018,From 30 to 39,Male,Saudi Arabia,Prince Abdulrahman Advanced Dental Institute,2
4174,2018,From 30 to 39,Male,Bahrain,Unknown,2
4175,2018,From 30 to 39,Male,Egypt,Ministry of Defense / Personal Contract,2
4176,2018,From 30 to 39,Male,Jordan,Personal Contract,2
4177,2018,From 30 to 39,Male,Palestine,Personal Contract,2
4178,2018,From 30 to 39,Male,Saudi Arabia,Al Jouf University,2
4179,2018,From 30 to 39,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,2
4180,2018,From 30 to 39,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",2
4181,2018,From 30 to 39,Male,Saudi Arabia,King Khalid National Guard Hospital,2
4182,2018,From 30 to 39,Male,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",2
4183,2018,From 30 to 39,Male,Syria,Ministry of Health,2
4184,2018,From 30 to 39,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,2
4185,2018,From 30 to 39,Male,Saudi Arabia,Taif University,2
4186,2018,From 30 to 39,Male,Saudi Arabia,Umm Al Qura University,2
4187,2018,From 30 to 39,Male,Saudi Arabia,university of tabuk,2
4188,2018,From 30 to 39,Male,Saudi Arabia,برنامج الخدمات الصحية للهيئة الملكية بالجبيل RCH,2
4189,2018,From 30 to 39,Male,Sudan,Dubai Health Authority,2
4190,2018,From 30 to 39,Male,Sudan,Ministry of Defense / Personal Contract,2
4191,2018,From 30 to 39,Male,Syria,International Medical Center,2
4192,2018,From 40 to 49,Male,Saudi Arabia,Saud Al Babtain Cardiac Center,2
4193,2018,From 40 to 49,Male,Sudan,Ministry of Interior,2
4194,2018,From 30 to 39,Female,Yemen,Private Sector,2
4195,2018,From 40 to 49,Male,Sudan,Personal Contract,2
4196,2018,Unknown,Female,Saudi Arabia,University of Jeddah ,2
4197,2018,Unknown,Female,Saudi Arabia,"king AbdulAziz Specialist Hospital, Taif",2
4198,2018,Unknown,Female,Saudi Arabia,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,2
4199,2018,Unknown,Female,Sudan,King Saud University,2
4200,2018,Unknown,Female,Sudan,Ministry of Defense Medical Services,2
4201,2018,Unknown,Female,Sudan,Private Sector,2
4202,2018,Unknown,Female,Sudan,Unknown,2
4203,2018,Unknown,Female,Syria,Private Sector,2
4204,2018,Unknown,Female,Syria,Security Forces Hospital - Riyadh,2
4205,2018,Unknown,Female,Yemen,King Abdulaziz University,2
4206,2018,Unknown,Female,Yemen,King Fahad Medical City in Riyadh,2
4207,2018,Unknown,Female,Yemen,King Fahad National Guard Hospital,2
4208,2018,Unknown,Female,Yemen,King Faisal Specialist Hospital & Research Centre,2
4209,2018,Unknown,Female,Yemen,Private Sector,2
4210,2018,Unknown,Female,Yemen,Security Forces Hospital - Riyadh,2
4211,2018,Unknown,Female,Yemen,Unknown,2
4212,2018,Unknown,Male,Bahrain,Bahrain Ministry of Health,2
4213,2018,Unknown,Male,Bahrain,Personal Contract,2
4214,2018,Unknown,Male,Bahrain,Unknown,2
4215,2018,Unknown,Female,Saudi Arabia,Taif University,2
4216,2018,Unknown,Female,Saudi Arabia,Taibah University,2
4217,2018,Unknown,Female,Saudi Arabia,"Royal Commission Medical Center, Yanbu",2
4218,2018,Unknown,Female,Egypt,King Abdullah Medical City in Mecca,2
4219,2018,From 40 to 49,Male,Sudan,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,2
4220,2018,From 40 to 49,Male,Syria,King Faisal Specialist Hospital & Research Centre,2
4221,2018,From 40 to 49,Male,United Arab Emirates,Personal Contract,2
4222,2018,From 40 to 49,Male,Yemen,King Abdulaziz University,2
4223,2018,From 50 to 59,Male,Saudi Arabia,Ministry of Health,2
4224,2018,Less Than 20,Female,Saudi Arabia,King Abdulaziz University,2
4225,2018,Unknown,Female,Bahrain,King Hamad University Hospita,2
4226,2018,Unknown,Female,Egypt,Dr. Soliman Fakeeh Hospital,2
4227,2018,Unknown,Female,Egypt,Private Sector,2
4228,2018,Unknown,Female,Saudi Arabia,Prince Sultan Military Medical City,2
4229,2018,Unknown,Female,Jordan,King Saud University,2
4230,2018,Unknown,Female,Kuwait,Kuwait Ministry of Health,2
4231,2018,Unknown,Female,Pakistan,Personal Contract,2
4232,2018,Unknown,Female,Palestine,International Medical Center,2
4233,2018,Unknown,Female,Palestine,Private Sector,2
4234,2018,Unknown,Female,Saudi Arabia,Dr. Soliman Fakeeh Hospital,2
4235,2018,Unknown,Female,Saudi Arabia,International Medical Center,2
4236,2018,Unknown,Female,Saudi Arabia,"King Abdulaziz Hospital, Mecca",2
4237,2018,From 30 to 39,Male,Bahrain,King Hamad University Hospita,2
4238,2018,From 30 to 39,Female,Yemen,King Faisal Specialist Hospital & Research Centre,2
4239,2017,Unknown,Female,Bahrain,King Hamad University Hospita,2
4240,2017,Unknown,Male,Saudi Arabia,Umm Al Qura University,2
4241,2017,Unknown,Female,Yemen,Ministry of Defense / Personal Contract,2
4242,2017,Unknown,Female,Yemen,Security Forces Hospital - Riyadh,2
4243,2017,Unknown,Female,Yemen,Unknown,2
4244,2017,Unknown,Male,Bahrain,Personal Contract,2
4245,2017,Unknown,Male,Egypt,King Abdullah Medical City in Mecca,2
4246,2017,Unknown,Male,Egypt,King Fahad National Guard Hospital,2
4247,2017,Unknown,Male,Egypt,Ministry of Defense Medical Services,2
4248,2017,Unknown,Male,Egypt,Ministry of National Guard,2
4249,2017,Unknown,Male,Jordan,King Faisal Specialist Hospital & Research Centre,2
4250,2017,Unknown,Male,Jordan,Personal Contract,2
4251,2017,Unknown,Male,Jordan,Unknown,2
4252,2017,Unknown,Male,Pakistan,Personal Contract,2
4253,2017,Unknown,Male,Palestine,Dr. Soliman Fakeeh Hospital,2
4254,2017,Unknown,Male,Palestine,Private Sector,2
4255,2017,Unknown,Male,Saudi Arabia,Albaha University,2
4256,2017,Unknown,Male,Saudi Arabia,Dr. Soliman Fakeeh Hospital,2
4257,2017,Unknown,Male,Saudi Arabia,Jazan University,2
4258,2017,Unknown,Male,Saudi Arabia,Ministry of Defense / Air Force,2
4259,2017,Unknown,Male,Saudi Arabia,Ministry of Education,2
4260,2017,Unknown,Female,Yemen,King Faisal Specialist Hospital & Research Centre,2
4261,2017,Unknown,Female,Yemen,King Fahad National Guard Hospital,2
4262,2017,Unknown,Female,Syria,Security Forces Hospital - Riyadh,2
4263,2017,Unknown,Female,Saudi Arabia,International Medical Center,2
4264,2017,Unknown,Female,Egypt,Dr. Soliman Fakeeh Hospital,2
4265,2017,Unknown,Female,Egypt,King Abdullah Medical City in Mecca,2
4266,2017,Unknown,Female,Egypt,Ministry of Defense / Personal Contract,2
4267,2017,Unknown,Female,Egypt,Private Sector,2
4268,2017,Unknown,Female,Kuwait,Kuwait Ministry of Health,2
4269,2017,Unknown,Female,Pakistan,Personal Contract,2
4270,2017,Unknown,Female,Palestine,International Medical Center,2
4271,2017,Unknown,Female,Saudi Arabia,Dr. Soliman Fakeeh Hospital,2
4272,2017,Unknown,Female,Saudi Arabia,Jazan University,2
4273,2017,Unknown,Female,Syria,Private Sector,2
4274,2017,Unknown,Female,Saudi Arabia,"King Abdulaziz Hospital, Mecca",2
4275,2017,Unknown,Female,Saudi Arabia,King Fahad General Hospital - Jeddah,2
4276,2017,Unknown,Female,Saudi Arabia,Private Sector,2
4277,2017,Unknown,Female,Saudi Arabia,"Royal Commission Medical Center, Yanbu",2
4278,2017,Unknown,Female,Saudi Arabia,University of Jeddah ,2
4279,2017,Unknown,Female,Saudi Arabia,"king AbdulAziz Specialist Hospital, Taif",2
4280,2017,Unknown,Female,Sudan,Ministry of Defense Medical Services,2
4281,2017,Unknown,Female,Sudan,Private Sector,2
4282,2017,Unknown,Male,Saudi Arabia,Shaqra University,2
4283,2017,Unknown,Male,Sudan,King Fahad National Guard Hospital,2
4284,2018,From 30 to 39,Female,Sudan,Unknown,2
4285,2017,Unknown,Male,Syria,Private Sector,2
4286,2018,From 20 to 29,Male,United Arab Emirates,Dubai Health Authority,2
4287,2018,From 30 to 39,Female,Bahrain,King Hamad University Hospita,2
4288,2018,From 30 to 39,Female,Bahrain,Ministry of Health,2
4289,2018,From 30 to 39,Female,Bahrain,Personal Contract,2
4290,2018,From 30 to 39,Female,Egypt,Personal Contract,2
4291,2018,From 30 to 39,Female,Egypt,Private Sector,2
4292,2018,From 30 to 39,Female,India,Dubai Health Authority,2
4293,2018,From 30 to 39,Female,India,Unknown,2
4294,2018,From 30 to 39,Female,Palestine,Ministry of Health,2
4295,2018,From 30 to 39,Female,Palestine,Personal Contract,2
4296,2018,From 30 to 39,Female,Saudi Arabia,Armed Forces Medical Services,2
4297,2018,From 30 to 39,Female,Saudi Arabia,Dr. Soliman Fakeeh Hospital,2
4298,2018,From 30 to 39,Female,Saudi Arabia,International Medical Center,2
4299,2018,From 30 to 39,Female,Saudi Arabia,King Abdullah Medical City in Mecca,2
4300,2018,From 30 to 39,Female,Saudi Arabia,King Faisal Medical City for Southern Regions,2
4301,2018,From 30 to 39,Female,Saudi Arabia,King Khalid National Guard Hospital,2
4302,2018,From 30 to 39,Female,Saudi Arabia,Princess Nourah Bint Abdul Rahman University,2
4303,2018,From 30 to 39,Female,Saudi Arabia,Taibah University,2
4304,2018,From 30 to 39,Female,Sudan,Dubai Health Authority,2
4305,2018,From 20 to 29,Male,Saudi Arabia,University of Bisha ,2
4306,2018,From 20 to 29,Male,Saudi Arabia,Ministry of Defense / Air Force,2
4307,2018,From 20 to 29,Male,Saudi Arabia,Majmaah University,2
4308,2018,From 20 to 29,Female,Jordan,Dubai Health Authority,2
4309,2017,Unknown,Male,Yemen,Ministry of Defense / Personal Contract,2
4310,2017,Unknown,Male,Yemen,Ministry of Defense Medical Services,2
4311,2017,Unknown,Male,Yemen,Ministry of National Guard,2
4312,2017,Unknown,Male,Yemen,Oman Medical Specialty Board,2
4313,2017,Unknown,Male,Yemen,Unknown,2
4314,2018,From 20 to 29,Female,Bahrain,وزارة الدفاع - البحرين,2
4315,2018,From 20 to 29,Female,Egypt,Ministry of Health,2
4316,2018,From 20 to 29,Female,India,Dubai Health Authority,2
4317,2018,From 20 to 29,Female,Saudi Arabia,"Al Noor Specialist Hospital, Mecca",2
4318,2018,From 20 to 29,Male,Saudi Arabia,King Khalid University,2
4319,2018,From 20 to 29,Female,Saudi Arabia,King Khalid National Guard Hospital,2
4320,2018,From 20 to 29,Female,Saudi Arabia,King Saud Medical City in Riyadh,2
4321,2018,From 20 to 29,Female,Saudi Arabia,Majmaah University,2
4322,2018,From 20 to 29,Female,Sudan,Dubai Health Authority,2
4323,2018,From 20 to 29,Female,Syria,Unknown,2
4324,2018,From 20 to 29,Male,Saudi Arabia,"Al Noor Specialist Hospital, Mecca",2
4325,2018,From 20 to 29,Male,Saudi Arabia,Alfaisal University,2
4326,2018,From 20 to 29,Male,Saudi Arabia,"King Fahad Specialist Hospital, Damam",2
4873,2019,Unknown,Male,Saudi Arabia,National Center for Complementary and Alternative Medicine,1
4878,2018,Unknown,Male,Saudi Arabia,"Al Noor Specialist Hospital, Mecca",1
4882,2019,Unknown,Female,Saudi Arabia,Najran University,1
4883,2019,Unknown,Male,Saudi Arabia,Oman Medical Specialty Board,1
4892,2018,Unknown,Male,Palestine,Unknown,1
4893,2019,Unknown,Female,Saudi Arabia,Prince Sultan Military Medical City,1
4907,2019,Unknown,Female,Saudi Arabia,Ministry of Interior / General Intelligence,1
4910,2019,Unknown,Male,Saudi Arabia,Ministry of Education,1
4914,2019,Unknown,Male,Saudi Arabia,"King Saud Hospital, Unaizah",1
4916,2019,Unknown,Male,Saudi Arabia,Ministry of Interior /  Security College,1
4920,2018,Unknown,Male,Saudi Arabia,National Center for Complementary and Alternative Medicine,1
4922,2018,Unknown,Male,Palestine,Security Forces Hospital - Riyadh,1
4926,2019,Unknown,Male,Saudi Arabia,وزارة الدفاع - البحرين,1
4928,2019,Unknown,Male,Somalia,Ministry of Health,1
4929,2018,Unknown,Male,Pakistan,Ministry of Health,1
4930,2019,Unknown,Male,Sudan,International Medical Center,1
4931,2019,Unknown,Male,Sudan,King Faisal Specialist Hospital & Research Centre,1
4933,2018,Unknown,Male,Pakistan,King Fahad Medical City in Riyadh,1
4935,2018,Unknown,Male,Pakistan,International Medical Center,1
4938,2019,Unknown,Male,Sudan,"Royal Commission Medical Center, Yanbu",1
4939,2019,Unknown,Male,Sudan,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
4940,2019,Unknown,Male,Syria,Dr. Soliman Fakeeh Hospital,1
4941,2019,Unknown,Male,Syria,King Faisal Specialist Hospital & Research Centre,1
4942,2019,Unknown,Male,Syria,King Saud Medical City in Riyadh,1
4943,2019,Unknown,Male,Syria,King Saud University,1
4944,2018,Unknown,Male,Malaysia,Ministry of Health,1
4945,2019,Unknown,Male,Syria,Ministry of Defense / Personal Contract,1
4949,2018,Unknown,Male,Lebanon,Ministry of Health,1
4950,2018,Unknown,Male,Pakistan,Personal Contract,1
4951,2019,Unknown,Male,Saudi Arabia,"king AbdulAziz Specialist Hospital, Taif",1
4957,2019,Unknown,Female,Saudi Arabia,King Khaled Eye Specialist Hospital,1
4958,2018,Unknown,Male,Palestine,Ministry of National Guard,1
4962,2018,Unknown,Male,Palestine,King Saud University,1
4964,2019,Unknown,Male,Saudi Arabia,Princess Nourah Bint Abdul Rahman University,1
4967,2018,Unknown,Male,Palestine,Dr. Soliman Fakeeh Hospital,1
4968,2019,Unknown,Male,Saudi Arabia,"Royal Commission Medical Center, Yanbu",1
4970,2019,Unknown,Male,Saudi Arabia,Shaqra University,1
4973,2018,Unknown,Male,Palestine,King Abdulaziz University,1
4975,2018,Unknown,Male,Palestine,International Medical Center,1
4981,2019,Unknown,Female,United States,Private Sector,1
4984,2019,Unknown,Male,Egypt,King Abdullah Medical City in Mecca,1
4985,2019,Unknown,Male,Egypt,Ministry of Defense / Personal Contract,1
4988,2019,Unknown,Male,Egypt,Unknown,1
4992,2019,Unknown,Male,Eritrea,Private Sector,1
4993,2019,Unknown,Male,Immigrant Tribes,Ministry of Health,1
4994,2019,Unknown,Male,Immigrant Tribes,Personal Contract,1
4996,2019,Unknown,Male,Indonesia,Ministry of Health,1
4997,2019,Unknown,Female,Syria,Ministry of Health,1
4998,2019,Unknown,Male,Iraq,Personal Contract,1
4999,2019,Unknown,Male,Iraq,Unknown,1
5000,2019,Unknown,Female,Syria,King Saud University,1
5001,2019,Unknown,Female,Syria,Dr. Soliman Fakeeh Hospital,1
5002,2019,Unknown,Female,Sudan,Unknown,1
5004,2019,Unknown,Male,Jordan,International Medical Center,1
5007,2019,Unknown,Female,Sudan,Ministry of Defense / Personal Contract,1
5008,2019,Unknown,Male,Jordan,King Abdulaziz University,1
5009,2019,Unknown,Male,Jordan,King Saud University,1
5011,2019,Unknown,Male,Egypt,International Medical Center,1
5012,2019,Unknown,Male,Canada,Private Sector,1
5015,2019,Unknown,Female,Yemen,International Medical Center,1
5017,2019,Unknown,Female,Yemen,King Fahad Medical City in Riyadh,1
5019,2019,Unknown,Female,Yemen,King Saud University,1
5020,2019,Unknown,Female,Yemen,Ministry of Defense / Personal Contract,1
5021,2018,Unknown,Male,Saudi Arabia,Ministry of Education,1
5027,2019,Unknown,Female,Yemen,Security Forces Hospital - Riyadh,1
5030,2019,Unknown,Male,Afghanistan,International Medical Center,1
5031,2019,Unknown,Male,Bahrain,Bahrain Ministry of Health,1
5033,2018,Unknown,Male,Saudi Arabia,Ministry of Defense / Naval Forces,1
5034,2019,Unknown,Male,Bahrain,Imam Abdul Rahman Bin Faisal University,1
5035,2019,Unknown,Female,Turkmenistan,Ministry of Health,1
