,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,City_Name_En,Longitude,Latitude,Number_of_Trainees
2602,2021,Male,Syria,Medicine and Surgery,Madinah,39.569184,24.524654,2
2604,2017,Male,United Arab Emirates,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2605,2017,Male,United Kingdom,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2608,2022,Female,Sudan,Medicine and Surgery,Dammam,50.088794,26.420683,2
2612,2018,Male,Palestine,Medicine and Surgery,Dammam,50.088794,26.420683,2
2615,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Jazan,42.570567,16.889359,2
2616,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Hail,41.720824,27.51141,2
2618,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Taif,40.424819,21.284078,2
2619,2017,Male,Syria,Medicine and Surgery,Dubai,55.28,25.252,2
2621,2019,Female,Indonesia,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2622,2021,Male,Syria,Medicine and Surgery,Buraidah,43.981812,26.359231,2
2623,2022,Male,Sudan,Medicine and Surgery,Najran,44.228944,17.565604,2
2625,2017,Male,Palestine,Medicine and Surgery,Makkah,39.857912,21.389082,2
2626,2016,Female,Bahrain,Medicine and Surgery,Khobar,50.080072,26.182911,2
2627,2022,Female,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2628,2017,Male,Saudi Arabia,Medicine and Surgery,Unaizah,43.987546,26.090731,2
2629,2022,Female,Sudan,Medicine and Surgery,Madinah,39.569184,24.524654,2
2630,2019,Female,Egypt,Medicine and Surgery,Tabuk,36.566191,28.383508,2
2631,2016,Female,Egypt,Medicine and Surgery,Tabuk,36.566191,28.383508,2
2632,2018,Male,Jordan,Medicine and Surgery,Dubai,55.28,25.252,2
2636,2022,Male,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,2
2638,2017,Male,Egypt,Medicine and Surgery,Dhahran,50.039302,26.236125,2
2640,2022,Male,Yemen,Medicine and Surgery,Abha,42.511724,18.246468,2
2641,2019,Female,Jordan,Medicine and Surgery,Dammam,50.088794,26.420683,2
2642,2018,Female,Bahrain,Nursing and Midwifery,Riyadh,46.675296,24.713552,2
2643,2017,Male,Canada,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2645,2017,Male,Immigrant Tribes,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2647,2017,Male,Lebanon,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2648,2018,Female,Bahrain,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2649,2021,Male,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,2
2650,2016,Female,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2651,2019,Female,Immigrant Tribes,Nursing and Midwifery,Riyadh,46.675296,24.713552,2
2652,2017,Male,Yemen,Medicine and Surgery,Buraidah,43.981812,26.359231,2
2654,2018,Male,Kuwait,Medicine and Surgery,Dammam,50.088794,26.420683,2
2657,2017,Male,Saudi Arabia,Medicine and Surgery,Dubai,55.28,25.252,2
2658,2016,Female,Egypt,Medicine and Surgery,Al-Ahsa,49.365315,21.91133,2
2659,2017,Male,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,2
2660,2016,Female,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,2
2661,2021,Male,Yemen,Medicine and Surgery,Abha,42.511724,18.246468,2
2666,2018,Male,Egypt,Medicine and Surgery,Abha,42.511724,18.246468,2
2667,2016,Male,Egypt,Medicine and Surgery,Buraidah,43.981812,26.359231,2
2668,2018,Male,Sudan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,2
2672,2016,Male,Bangladesh,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2673,2016,Male,Sudan,Unknown,Riyadh,46.675296,24.713552,2
2674,2018,Male,Saudi Arabia,Medicine and Surgery,Dubai,55.28,25.252,2
2676,2016,Male,Canada,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2679,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Albahah,41.471273,20.021741,2
2681,2016,Male,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,2
2684,2022,Male,Palestine,Medicine and Surgery,Najran,44.228944,17.565604,2
2687,2016,Male,Saudi Arabia,Medicine and Surgery,Unaizah,43.987546,26.090731,2
2688,2016,Male,Syria,Medicine and Surgery,Madinah,39.569184,24.524654,2
2689,2018,Male,Sudan,Medicine and Surgery,Madinah,39.569184,24.524654,2
2691,2018,Male,Sudan,Medicine and Surgery,Makkah,39.857912,21.389082,2
2696,2016,Male,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,2
2699,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Najran,44.228944,17.565604,2
2701,2018,Male,Sudan,Medicine and Surgery,Tabuk,36.566191,28.383508,2
2703,2016,Female,Yemen,Medicine and Surgery,Khobar,50.080072,26.182911,2
2704,2016,Female,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,2
2705,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,2
2706,2018,Female,Saudi Arabia,Medicine and Surgery,Dubai,55.28,25.252,2
2707,2018,Female,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,2
2708,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Jouf,39.320624,29.887356,2
2709,2016,Male,Bahrain,Medicine and Surgery,Khobar,50.080072,26.182911,2
2710,2018,Male,Sudan,Medicine and Surgery,Najran,44.228944,17.565604,2
2711,2016,Male,Saudi Arabia,Medicine and Surgery,Manama,50.5831,26.2167,2
2714,2018,Female,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,2
2715,2022,Male,Federated States Of Micronesia,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2717,2016,Male,Palestine,Medicine and Surgery,Madinah,39.569184,24.524654,2
2719,2016,Male,Palestine,Medicine and Surgery,Khobar,50.080072,26.182911,2
2720,2016,Male,Iraq,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2722,2022,Female,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2723,2016,Male,Palestine,Medicine and Surgery,Jazan,42.570567,16.889359,2
2726,2016,Male,Jordan,Medicine and Surgery,Alqatif  ,49.998236,26.576492,2
2727,2016,Male,Jordan,Medicine and Surgery,Dammam,50.088794,26.420683,2
2728,2018,Female,Sudan,Medicine and Surgery,Dammam,50.088794,26.420683,2
2729,2018,Male,Saudi Arabia,Nursing and Midwifery,Dhahran,50.039302,26.236125,2
2730,2016,Male,Pakistan,Medicine and Surgery,Taif,40.424819,21.284078,2
2731,2018,Female,Somalia,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2734,2016,Male,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2737,2018,Female,Sudan,Medicine and Surgery,Makkah,39.857912,21.389082,2
2740,2018,Female,Syria,Medicine and Surgery,Madinah,39.569184,24.524654,2
2742,2018,Male,Saudi Arabia,Unknown,Dammam,50.088794,26.420683,2
2743,2022,Female,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,2
2744,2016,Male,Saudi Arabia,Medicine and Surgery,Alquriyat,37.361353,31.329635,2
2745,2022,Female,Saudi Arabia,Dentistry and Related Specialties,Jazan,42.570567,16.889359,2
2746,2022,Female,India,Medicine and Surgery,Dubai,55.28,25.252,2
2747,2022,Female,India,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2749,2018,Female,Sudan,Medicine and Surgery,Tabuk,36.566191,28.383508,2
2750,2018,Female,Saudi Arabia,Medicine and Surgery,Unaizah,43.987546,26.090731,2
2751,2022,Female,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2753,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Khobar,50.080072,26.182911,2
2754,2022,Male,India,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2755,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Jazan,42.570567,16.889359,2
2756,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Hail,41.720824,27.51141,2
2758,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Taif,40.424819,21.284078,2
2759,2016,Male,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,2
2760,2016,Male,Yemen,Medicine and Surgery,Yanbu,38.155484,24.056528,2
2761,2016,Female,Saudi Arabia,Medicine and Surgery,Manama,50.5831,26.2167,2
2762,2018,Male,Bahrain,Medicine and Surgery,Khobar,50.080072,26.182911,2
2763,2016,Female,Saudi Arabia,Medicine and Surgery,Albahah,41.471273,20.021741,2
2764,2016,Female,Saudi Arabia,Medicine and Surgery,Alkharj  ,47.324788,24.157604,2
2765,2022,Male,Saudi Arabia,Medicine and Surgery,Najran,44.228944,17.565604,2
2766,2016,Female,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,2
2771,2017,Female,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,2
2773,2016,Female,Saudi Arabia,Medicine and Surgery,Najran,44.228944,17.565604,2
2774,2022,Male,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2778,2017,Female,Saudi Arabia,Medicine and Surgery,Alkharj  ,47.324788,24.157604,2
2780,2018,Male,Yemen,Medicine and Surgery,Khobar,50.080072,26.182911,2
2781,2018,Female,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2783,2016,Female,Saudi Arabia,Laboratories and Medical Technology,Makkah,39.857912,21.389082,2
2784,2018,Male,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,2
2787,2022,Female,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,2
2788,2019,Female,Bahrain,Medicine and Surgery,Khobar,50.080072,26.182911,2
2789,2016,Female,Saudi Arabia,Dentistry and Related Specialties,Jubail,49.568742,26.959771,2
2790,2019,Female,Bahrain,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2797,2018,Female,Jordan,Medicine and Surgery,Dammam,50.088794,26.420683,2
2800,2018,Male,Yemen,Unknown,Riyadh,46.675296,24.713552,2
2802,2016,Female,Saudi Arabia,Dentistry and Related Specialties,Madinah,39.569184,24.524654,2
2803,2018,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Khobar,50.080072,26.182911,2
2805,2022,Male,Bangladesh,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2806,2017,Female,Saudi Arabia,Laboratories and Medical Technology,Makkah,39.857912,21.389082,2
2807,2022,Male,Egypt,Medicine and Surgery,Abha,42.511724,18.246468,2
2808,2021,Male,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,2
2809,2018,Male,Syria,Medicine and Surgery,Makkah,39.857912,21.389082,2
2810,2017,Female,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,2
2811,2017,Female,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,2
2813,2018,Male,Syria,Medicine and Surgery,Dammam,50.088794,26.420683,2
2814,2016,Female,United States,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2816,2021,Male,Yemen,Unknown,Riyadh,46.675296,24.713552,2
2818,2018,Male,Syria,Medicine and Surgery,Buraidah,43.981812,26.359231,2
2819,2018,Female,Saudi Arabia,Dentistry and Related Specialties,Jazan,42.570567,16.889359,2
2820,2017,Female,Bangladesh,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2821,2017,Female,Bahrain,Nursing and Midwifery,Riyadh,46.675296,24.713552,2
2822,2017,Female,Bahrain,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2823,2018,Female,Yemen,Dentistry and Related Specialties,Jeddah,39.192505,21.485811,2
2824,2016,Female,Yemen,Dentistry and Related Specialties,Jeddah,39.192505,21.485811,2
2825,2017,Female,Algeria,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2827,2018,Female,United States,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2828,2018,Female,Yemen,Medicine and Surgery,Dammam,50.088794,26.420683,2
2830,2016,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dammam,50.088794,26.420683,2
2831,2017,Female,Egypt,Medicine and Surgery,Tabuk,36.566191,28.383508,2
2832,2017,Female,Saudi Arabia,Dentistry and Related Specialties,Madinah,39.569184,24.524654,2
2835,2018,Male,Yemen,Medicine and Surgery,Bisha,42.590167,19.976352,2
2836,2016,Female,Somalia,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2837,2018,Male,United Kingdom,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2838,2018,Female,Kuwait,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,2
2839,2018,Female,Lebanon,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2840,2018,Male,United Arab Emirates,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2841,2018,Female,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,2
2842,2017,Female,Palestine,Medicine and Surgery,Abha,42.511724,18.246468,2
2843,2017,Female,Lebanon,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2844,2017,Female,Kuwait,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,2
2846,2018,Female,Palestine,Medicine and Surgery,Abha,42.511724,18.246468,2
2847,2018,Female,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,2
2849,2016,Female,Syria,Medicine and Surgery,Abha,42.511724,18.246468,2
2850,2017,Female,India,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,2
2853,2017,Male,Sudan,Medicine and Surgery,Najran,44.228944,17.565604,2
2854,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Tabuk,36.566191,28.383508,2
2856,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dammam,50.088794,26.420683,2
2860,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Khobar,50.080072,26.182911,2
2861,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Hail,41.720824,27.51141,2
2862,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Khamis Mushait,42.766233,18.309339,2
2868,2021,Female,Saudi Arabia,Nursing and Midwifery,Alrass,43.522231,25.851747,2
2882,2019,Male,Saudi Arabia,Nursing and Midwifery,Dhahran,50.039302,26.236125,2
2890,2021,Male,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,2
2896,2021,Male,Iraq,Medicine and Surgery,Dubai,55.28,25.252,2
2901,2019,Male,Yemen,Medicine and Surgery,Abha,42.511724,18.246468,2
2904,2020,Male,Kuwait,Medicine and Surgery,Dhahran,50.039302,26.236125,2
2905,2021,Male,India,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2906,2019,Male,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,2
2907,2020,Male,Kuwait,Medicine and Surgery,Dammam,50.088794,26.420683,2
2912,2019,Male,Sudan,Medicine and Surgery,Dubai,55.28,25.252,2
2913,2019,Male,Sudan,Medicine and Surgery,Hail,41.720824,27.51141,2
2915,2019,Male,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,2
2917,2019,Male,Sudan,Medicine and Surgery,Makkah,39.857912,21.389082,2
2919,2021,Female,Saudi Arabia,Nursing and Midwifery,Hail,41.720824,27.51141,2
2920,2019,Male,Sudan,Medicine and Surgery,Najran,44.228944,17.565604,2
2923,2019,Male,Syria,Medicine and Surgery,Abha,42.511724,18.246468,2
2929,2021,Female,Saudi Arabia,Laboratories and Medical Technology,Najran,44.228944,17.565604,2
2933,2019,Male,Palestine,Medicine and Surgery,Najran,44.228944,17.565604,2
2938,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Arar,41.059564,30.959945,2
2941,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Hail,41.720824,27.51141,2
2942,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Jazan,42.570567,16.889359,2
2945,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Jazan,42.570567,16.889359,2
2947,2019,Male,Pakistan,Medicine and Surgery,Madinah,39.569184,24.524654,2
2951,2019,Male,Lebanon,Medicine and Surgery,Riyadh,46.675296,24.713552,2
2952,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Makkah,39.857912,21.389082,2
2957,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dammam,50.088794,26.420683,2
2967,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Khobar,50.080072,26.182911,2
2978,2020,Male,Saudi Arabia,Medicine and Surgery,Sakaka,40.104306,29.878003,2
2985,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Albahah,41.471273,20.021741,2
3004,2020,Female,Bahrain,Medicine and Surgery,Dubai,55.28,25.252,2
3008,2020,Female,Syria,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,2
3010,2021,Female,Yemen,Pharmacists and Pharmacy Technicians,Riyadh,46.675296,24.713552,2
3011,2021,Female,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,2
3018,2020,Female,Sudan,Medicine and Surgery,Jouf,39.320624,29.887356,2
3019,2021,Female,United States,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3021,2021,Male,Afghanistan,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3032,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Jazan,42.570567,16.889359,2
3034,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Khamis Mushait,42.766233,18.309339,2
3037,2020,Female,Saudi Arabia,Laboratories and Medical Technology,Madinah,39.569184,24.524654,2
3039,2021,Male,Bahrain,Medicine and Surgery,Dubai,55.28,25.252,2
3041,2020,Female,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,2
3047,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Madinah,39.569184,24.524654,2
3048,2021,Female,Syria,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,2
3049,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Taif,40.424819,21.284078,2
3057,2020,Female,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,2
3058,2020,Female,Sudan,Medicine and Surgery,Albahah,41.471273,20.021741,2
3061,2020,Female,Saudi Arabia,Nursing and Midwifery,Taif,40.424819,21.284078,2
3063,2021,Female,Sudan,Medicine and Surgery,Dammam,50.088794,26.420683,2
3070,2020,Female,Saudi Arabia,Nursing and Midwifery,Najran,44.228944,17.565604,2
3074,2021,Female,Sudan,Medicine and Surgery,Tabuk,36.566191,28.383508,2
3078,2020,Female,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,2
3079,2020,Male,Jordan,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,2
3080,2020,Male,Eritrea,Medicine and Surgery,Riyadh,46.675296,24.713552,2
3082,2020,Male,Egypt,Medicine and Surgery,Tabuk,36.566191,28.383508,2
3085,2020,Female,Immigrant Tribes,Nursing and Midwifery,Riyadh,46.675296,24.713552,2
3091,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jazan,42.570567,16.889359,2
3093,2020,Female,Indonesia,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3095,2020,Female,Iraq,Medicine and Surgery,Dubai,55.28,25.252,2
3098,2020,Female,Palestine,Medicine and Surgery,Dubai,55.28,25.252,2
3102,2020,Male,Iraq,Medicine and Surgery,Riyadh,46.675296,24.713552,2
3104,2020,Female,Bangladesh,Medicine and Surgery,Dubai,55.28,25.252,2
3105,2020,Female,Canada,Medicine and Surgery,Dubai,55.28,25.252,2
3106,2020,Male,India,Medicine and Surgery,Riyadh,46.675296,24.713552,2
3108,2020,Female,Egypt,Medicine and Surgery,Abha,42.511724,18.246468,2
3114,2021,Male,Immigrant Tribes,Medicine and Surgery,Madinah,39.569184,24.524654,2
3117,2020,Female,Iraq,Medicine and Surgery,Riyadh,46.675296,24.713552,2
3118,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Makkah,39.857912,21.389082,2
3124,2020,Male,Bahrain,Medicine and Surgery,Dubai,55.28,25.252,2
3128,2020,Female,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3129,2020,Male,Afghanistan,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3130,2021,Male,Bangladesh,Medicine and Surgery,Riyadh,46.675296,24.713552,2
3132,2020,Female,Palestine,Medicine and Surgery,Abha,42.511724,18.246468,2
3134,2020,Male,Egypt,Medicine and Surgery,Buraidah,43.981812,26.359231,2
3140,2021,Male,Eritrea,Medicine and Surgery,Riyadh,46.675296,24.713552,2
3142,2021,Male,Egypt,Medicine and Surgery,Tabuk,36.566191,28.383508,2
3144,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Najran,44.228944,17.565604,2
3147,2020,Male,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,2
3148,2020,Male,Egypt,Medicine and Surgery,Madinah,39.569184,24.524654,2
3158,2019,Female,Sudan,Medicine and Surgery,Dammam,50.088794,26.420683,2
3160,2019,Female,Somalia,Medicine and Surgery,Riyadh,46.675296,24.713552,2
3171,2021,Male,Saudi Arabia,Nursing and Midwifery,Alrass,43.522231,25.851747,2
3172,2019,Female,Saudi Arabia,Nursing and Midwifery,Unaizah,43.987546,26.090731,2
3174,2021,Female,Bangladesh,Medicine and Surgery,Dubai,55.28,25.252,2
3175,2021,Female,Djibouti,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3179,2021,Male,Saudi Arabia,Nursing and Midwifery,Hail,41.720824,27.51141,2
3180,2019,Female,Saudi Arabia,Nursing and Midwifery,Hofuf,49.588765,25.380026,2
3195,2021,Male,Saudi Arabia,Medicine and Surgery,Sakaka,40.104306,29.878003,2
3196,2020,Male,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,2
3202,2021,Female,Palestine,Medicine and Surgery,Dubai,55.28,25.252,2
3203,2019,Female,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,2
3208,2019,Female,Sudan,Medicine and Surgery,Taif,40.424819,21.284078,2
3211,2019,Female,Sudan,Medicine and Surgery,Makkah,39.857912,21.389082,2
3212,2019,Female,Sudan,Medicine and Surgery,Jouf,39.320624,29.887356,2
3230,2021,Male,Sudan,Medicine and Surgery,Madinah,39.569184,24.524654,2
3233,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Jazan,42.570567,16.889359,2
3237,2021,Female,Ethiopia,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3241,2019,Female,Palestine,Medicine and Surgery,Abha,42.511724,18.246468,2
3242,2019,Female,Palestine,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,2
3248,2021,Female,Indonesia,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3252,2019,Female,Saudi Arabia,Medicine and Surgery,Dubai,55.28,25.252,2
3259,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dhahran,50.039302,26.236125,2
3266,2021,Female,Egypt,Medicine and Surgery,Abha,42.511724,18.246468,2
3267,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jazan,42.570567,16.889359,2
3268,2021,Female,Egypt,Medicine and Surgery,Madinah,39.569184,24.524654,2
3275,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Makkah,39.857912,21.389082,2
3276,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Najran,44.228944,17.565604,2
3278,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Taif,40.424819,21.284078,2
3286,2020,Male,Sudan,Medicine and Surgery,Hail,41.720824,27.51141,2
3287,2020,Male,Sudan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,2
3288,2019,Male,Egypt,Medicine and Surgery,Dammam,50.088794,26.420683,2
3289,2019,Male,Egypt,Medicine and Surgery,Buraidah,43.981812,26.359231,2
3291,2020,Male,Sudan,Medicine and Surgery,Najran,44.228944,17.565604,2
3295,2019,Male,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,2
3301,2019,Male,Bahrain,Medicine and Surgery,Khobar,50.080072,26.182911,2
3302,2019,Male,Bahrain,Medicine and Surgery,Dubai,55.28,25.252,2
3303,2020,Male,Syria,Medicine and Surgery,Abha,42.511724,18.246468,2
3305,2020,Male,Syria,Medicine and Surgery,Buraidah,43.981812,26.359231,2
3309,2021,Female,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3312,2019,Male,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,2
3313,2019,Male,Egypt,Medicine and Surgery,Madinah,39.569184,24.524654,2
3314,2021,Male,Saudi Arabia,Laboratories and Medical Technology,Jazan,42.570567,16.889359,2
3315,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Khobar,50.080072,26.182911,2
3318,2020,Male,Saudi Arabia,Unknown,Dammam,50.088794,26.420683,2
3320,2019,Male,Kuwait,Medicine and Surgery,Dammam,50.088794,26.420683,2
3326,2019,Male,Iraq,Medicine and Surgery,Riyadh,46.675296,24.713552,2
3329,2020,Male,Somalia,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3332,2019,Male,Eritrea,Medicine and Surgery,Riyadh,46.675296,24.713552,2
3334,2020,Male,Sudan,Medicine and Surgery,Buraidah,43.981812,26.359231,2
3338,2020,Male,Sudan,Medicine and Surgery,Dubai,55.28,25.252,2
3339,2019,Male,Afghanistan,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3340,2020,Female,Sudan,Medicine and Surgery,Dammam,50.088794,26.420683,2
3343,2019,Female,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,2
3347,2019,Female,United States,Medicine and Surgery,Jeddah,39.192505,21.485811,2
3350,2021,Female,Pakistan,Medicine and Surgery,Makkah,39.857912,21.389082,1
3351,2022,Male,Palestine,Medicine and Surgery,Jazan,42.570567,16.889359,1
3352,2020,Male,Malaysia,Medicine and Surgery,Dammam,50.088794,26.420683,1
3353,2022,Male,Palestine,Medicine and Surgery,Khobar,50.080072,26.182911,1
3354,2021,Female,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,1
3355,2020,Female,Turkmenistan,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3356,2021,Female,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,1
3357,2021,Female,Spain,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3358,2018,Female,China,Medicine and Surgery,Taif,40.424819,21.284078,1
3359,2022,Male,Palestine,Medicine and Surgery,Buraidah,43.981812,26.359231,1
3360,2018,Female,Djibouti,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3361,2020,Female,Turkey,Medicine and Surgery,Madinah,39.569184,24.524654,1
3362,2020,Female,Turkestan,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3363,2020,Female,United Kingdom,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3364,2020,Female,Tunisia,Medicine and Surgery,Dubai,55.28,25.252,1
3365,2020,Female,Thailand,Medicine and Surgery,Taif,40.424819,21.284078,1
3366,2021,Female,New Zealand,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3367,2022,Male,Pakistan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,1
3368,2018,Female,Egypt,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,1
3369,2020,Female,Syria,Medicine and Surgery,Dubai,55.28,25.252,1
3370,2022,Male,Tunisia,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3371,2021,Female,Mauritania,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3372,2020,Female,Syria,Medicine and Surgery,Dammam,50.088794,26.420683,1
3373,2022,Male,Unknown,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3374,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Jouf,39.320624,29.887356,1
3375,2018,Female,Canada,Medicine and Surgery,Dubai,55.28,25.252,1
