,Region_Name_En,City_Name_En,Current_Training_Center_Name_En,Current_Program_Name_En,Current_Speciality_Name_En,Region_Centroid,City_Longitude,City_Latitude,Training_Center_Longitude,Training_Center_Latitude
1592,Eastern Province,Dhahran,King Fahd Military Medical Complex in Dhahran,Endodontics,Endodontics,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
1593,Unknown,Unknown,Joint Prosthodontics Program,Prosthodontics,Prosthodontics,,,,,
1594,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Prosthodontics,Prosthodontics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1595,Al Madinah,Madinah,King Fahd Hospital in Medina,Endodontics,Endodontics,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1596,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Pediatrics Urology,Pediatrics Urology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1597,Makkah,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Adult Hematology,Adult Hematology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1598,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Nephrology,Adult Nephrology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1599,Makkah,Taif,Prince Mansour Military Hospital for Community Medicine in Taif,Diabetes,Diabetes​,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1600,Riyadh,Riyadh,"Joint training program in the central region, Riyadh",Pediatric Surgery - Fellowship,Pediatric Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1601,Riyadh,Riyadh,King Khalid University Hospital in Riyadh,Adult Psychosomatic Medicine,Adult Psychosomatic Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1602,Outside KSA,Manama,Salmaniya Medical Complex in Manama,Nephrology,Adult Nephrology,,50.5831,26.2167,50.5726712439459,26.2167630367071
1603,Riyadh,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Pediatrics Nephrology,Pediatric Nephrology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1604,Outside KSA,Manama,Salmaniya Medical Complex in Manama,Neurology,Neurology,,50.5831,26.2167,50.5726712439459,26.2167630367071
1605,Eastern Province,Dammam,Eastern Health Cluster,Nephrology,Adult Nephrology,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
1606,Riyadh,Riyadh,King Saud Medical City in Riyadh,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1607,Riyadh,Riyadh,Imam Abdulrahman Al-Faisal Hospital in Riyadh,General Surgery,General Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1608,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Child And Adolescent Psychiatry,Child And Adolescent Psychiatry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1609,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Reproductive Medicine & Surgery,Reproductive Medicine & Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1610,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Pediatric Anesthesia,Pediatric Anesthesia,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1611,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Adults Infectious Diseases,Adult Infectious Diseases,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1612,Riyadh,Riyadh,Medical City of King Saud University in Riyadh,Pediatrics Infectious Diseases,Pediatrics Infectious Diseases,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1613,Jizan,Jazan,General Directorate of Health Affairs in Jazan Region,Dermatology,Dermatology,POINT (42.68326094404831 17.21845288332345),42.570567,16.889359,42.5471234,16.978015
1614,Eastern Province,Khobar,King Fahd University Hospital in Khobar,Cardiac Anesthesia,Cardiac Anesthesia,POINT (48.23088037524295 27.01831695320538),50.080072,26.182911,50.1506389,26.2846113
1615,Riyadh,Riyadh,King Khalid University Hospital in Riyadh,Child And Adolescent Psychiatry,Child And Adolescent Psychiatry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1616,Eastern Province,Dhahran,Eye Specialist Hospital in Dhahran,Cornea/ External Disease,Cornea/ External Disease,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
1617,Riyadh,Riyadh,King Saud Medical City in Riyadh,Plastic And Reconstrucrive Surgery,Plastic Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1618,Riyadh,Riyadh,King Saud Medical City in Riyadh,Vascular Surgery,Vascular Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1619,Riyadh,Riyadh,Riyadh First Health Cluster,Adults Infectious Diseases,Adult Infectious Diseases,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1620,Riyadh,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Psychiatry,Psychiatry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1621,Riyadh,Riyadh,Security Forces Hospital in Riyadh,Neurology,Neurology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1622,Riyadh,Riyadh,Security Forces Hospital in Riyadh,Pediatrics Emergency Medicine,Pediatrics Emergency Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1623,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Adults Respiratory Medicine,Adult Respiratory Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1624,Riyadh,Riyadh,Riyadh First Health Cluster,Rheumatology,Adult Rheumatology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1625,Riyadh,Riyadh,Medical City of King Saud University in Riyadh,Clinical Pharmacy - Oncology,Clinical Pharmacy - Hematology Oncology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1626,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Ophthalmology,Ophthalmology,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1627,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1628,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Internal Medicine – Jrtp,Internal Medicine,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1629,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Cardiac Anesthesia,Cardiac Anesthesia,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1630,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Oncology,General Medical Oncology,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1631,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Adult Cardiology,Adult Cardiology,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1632,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Nephrology,Adult Nephrology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1633,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Vascular Neurology (Stroke),Vascular Neurology (Stroke),POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1634,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Pediatric Hematology And Oncology,Pediatric Hematology & Oncology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1635,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Pediatrics Intensive Care,Pediatrics Intensive Care,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1636,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Oncology,General Medical Oncology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1637,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Adult Interventional Cardiology,Adult Interventional Cardiology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1638,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Pediatric Anesthesia,Pediatric Anesthesia,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1639,Riyadh,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Clinical Pharmacy - Parental Nutrition,Clinical Pharmacy - Parental Nutrition,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1640,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Psychiatry,Psychiatry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1641,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Respiratory Medicine,Adult Respiratory Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1642,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Reproductive Medicine & Surgery,Reproductive Medicine & Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1643,Makkah,Taif,The program of the Ministry of Health in Taif ,Preventive Medicine,Preventive Medicine,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1644,Al Madinah,Madinah,Uhud General Hospital in Medina,Urology,Urology,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1645,Makkah,Taif,King Abdulaziz Specialist Hospital in Taif,Urology,Urology,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1646,Makkah,Makkah,The program of the Ministry of Health in Makkah Al-Mukarramah,Preventive Medicine,Preventive Medicine,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1647,Tabuk,Tabuk,The program of the Ministry of Health in Tabuk,Preventive Medicine,Preventive Medicine,POINT (37.21694450317039 27.86494842092309),36.566191,28.383508,36.5957527,28.3494438
1648,Riyadh,Riyadh,National CARE Hospital in Riyadh,Internal Medicine,Internal Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1649,Makkah,Makkah,Alnoor Specialist Hospital in Mecca,Anesthesia,Anesthesia,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1650,Makkah,Taif,King Faisal Medical Complex in Taif,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1651,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Anesthesia,Anesthesia,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1652,Makkah,Taif,King Faisal Medical Complex in Taif,Ophthalmology,Ophthalmology,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1653,Al Madinah,Madinah,Uhud General Hospital in Medina,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1654,Al Madinah,Madinah,Uhud General Hospital in Medina,Diagnostic Radiology,Diagnostic Radiology,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1655,Makkah,Jeddah,King Abdullah Medical Complex in Jeddah,Emergency Medicine,Emergency Medicine,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1656,Al Madinah,Yanbu,Family Medicine Combined Training Program - Yanbu,Family Medicine,Family Medicine,POINT (39.56226489806622 24.86058870299565),38.155484,24.056528,38.194309,24.0204254
1657,Al Madinah,Madinah,Maternity and Children Hospital in Medina,Pediatric Surgery - Residency,Pediatric Surgery,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1658,Asir,Abha,General Directorate of Health Affairs in Aseer Region,Pediatric Surgery - Residency,Pediatric Surgery,POINT (42.96906120309961 19.16294716728891),42.511724,18.246468,42.5238139,18.2024106
1659,Makkah,Makkah,Security Forces Hospital in Mecca,Emergency Nursing Diploma,Emergency Nursing,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1660,Hail,Hail,The joint training program in Hail,Restorative Dentistry,Restorative Dentistry,POINT (41.31974306376428 27.39548977373734),41.720824,27.51141,41.6967663,27.5085257
1661,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Clinical Pharmacy - Cardiology,Clinical Pharmacy - Cardiology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1662,Hail,Hail,King Khalid Hospital in Hail,Infection Control,Infection Control,POINT (41.31974306376428 27.39548977373734),41.720824,27.51141,41.6967663,27.5085257
1663,Jizan,Jazan,General Directorate of Health Affairs in Jazan Region,Infection Control,Infection Control,POINT (42.68326094404831 17.21845288332345),42.570567,16.889359,42.5471234,16.978015
1664,Al-Qassim,Buraidah,King Fahd Specialist Hospital in Buraidah,Infection Control,Infection Control,POINT (43.34184259120778 26.20128104945562),43.981812,26.359231,43.4838773,25.8827324
1665,Makkah,Jeddah,International Medical Center in Jeddah,Anesthesia,Anesthesia,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1666,Riyadh,Riyadh,Medical City of King Saud University in Riyadh,Pediatric Surgery - Residency,Pediatric Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1667,Riyadh,Riyadh,King Saud Medical City in Riyadh,Pediatric Surgery - Residency,Pediatric Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1668,Al Madinah,Madinah,Forensic Medicine Center in Medina,Forensic Medicine,Forensic Medicine,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1669,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Neurology - 5 Years Track,Neurology,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1670,Makkah,Jeddah,King Fahd General Hospital in Jeddah,Anesthesia,Anesthesia,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1671,Makkah,Makkah,Security Forces Hospital in Mecca,Obstetrics & Gynecology,Obstetrics & Gynecology,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1672,Riyadh,Riyadh,"Joint training program in the central region, Riyadh",Clinical Neurosurgery,Clinical Neurosurgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1673,Makkah,Jeddah,Ophthalmology Hospital in Jeddah,Ophthalmology,Ophthalmology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1674,Riyadh,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,Endodontics - 3 Years Track,Endodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1675,Eastern Province,Jubail,Royal Commission Medical Center in Jubail,Family Medicine,Family Medicine,POINT (48.23088037524295 27.01831695320538),49.568742,26.959771,50.1506389,26.2846113
1676,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Family Medicine,Family Medicine,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1677,Al Madinah,Madinah,JointProgram for Psychiatry in Madinah,Family Medicine,Family Medicine,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1678,Riyadh,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Restorative Dentistry,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1679,Makkah,Jeddah,Saudi German Hospital in Jeddah,General Surgery,General Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1680,Riyadh,Riyadh,King Saud Medical City in Riyadh,Prosthodontics,Prosthodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1681,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Pediatric Surgery - Residency,Pediatric Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1682,Al-Qassim,Buraidah,Eradah Mental Health Hospital in Buraidah,Psychiatry,Psychiatry,POINT (43.34184259120778 26.20128104945562),43.981812,26.359231,43.4838773,25.8827324
1683,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1684,Asir,Abha,General Directorate of Health Affairs in Aseer Region,Infection Control,Infection Control,POINT (42.96906120309961 19.16294716728891),42.511724,18.246468,42.5238139,18.2024106
1685,Al Jawf,Alquriyat,The program of the Ministry of Health in Al-Qurayyat,Family Medicine – 3 Years Track,Family Medicine,POINT (39.49162375981367 29.94699214878092),37.361353,31.329635,40.044994,29.790749
1686,Al Madinah,Madinah,Medina Cardiac Center,Adult Cardiology,Adult Cardiology,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1687,Al Jawf,Sakaka,King Abdulaziz Specialist Hospital in Aljowf,Infection Control,Infection Control,POINT (39.49162375981367 29.94699214878092),40.104306,29.878003,40.044994,29.790749
1688,Riyadh,Riyadh,King Saud Medical City in Riyadh,Infection Control,Infection Control,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1689,Makkah,Taif,King Abdulaziz Specialist Hospital in Taif,Diagnostic Radiology,Diagnostic Radiology,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1690,Asir,Abha,JointProgram for Family Medicine in Abha,Family Medicine – 3 Years Track,Family Medicine,POINT (42.96906120309961 19.16294716728891),42.511724,18.246468,42.5238139,18.2024106
1691,Riyadh,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,Clinical Pharmacy,Clinical Pharmacy,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1692,Makkah,Jeddah,Specialized Dental Center in North Jeddah,Endodontics - 3 Years Track,Endodontics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1693,Eastern Province,Al-Ahsa,Alahsa Health Cluster,Adult Critical Care Nursing Diploma,Adult Critical Care Nursing,POINT (48.23088037524295 27.01831695320538),49.365315,21.91133,49.5142036,25.332395
1694,Makkah,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1695,Makkah,Jeddah,Specialized Dental Center in North Jeddah,Restorative Dentistry,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1696,Eastern Province,Al-Ahsa,Al Ahsa Specialized Dental Center,Restorative Dentistry,Restorative Dentistry,POINT (48.23088037524295 27.01831695320538),49.365315,21.91133,49.5142036,25.332395
1697,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Restorative Dentistry,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1698,Makkah,Taif,Armed Forces Hospital in Al-Hada in Taif,Restorative Dentistry,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1699,Makkah,Jeddah,King Fahd General Hospital in Jeddah,Restorative Dentistry,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1700,Makkah,Jeddah,Jeddah Medical Specialized Hospital,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1701,Najran,Najran,General Directorate of Health Affairs in Najran Region,Clinical Neurosurgery,Clinical Neurosurgery,POINT (47.03188488227482 18.64536474996076),44.228944,17.565604,44.2337583,17.545267
1702,Makkah,Jeddah,King Fahd General Hospital in Jeddah,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1703,Makkah,Taif,King Faisal Medical Complex in Taif,Anesthesia,Anesthesia,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1704,Makkah,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,Orthodontics And Dentofacial Orthopedics,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1705,Makkah,Taif,King Faisal Medical Complex in Taif,Diagnostic Radiology,Diagnostic Radiology,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1706,Makkah,Jeddah,King Fahd General Hospital in Jeddah,Orthodontics And Dentofacial Orthopedics,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1707,Makkah,Jeddah,Jeddah Medical Specialized Hospital,Orthodontics And Dentofacial Orthopedics,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1708,Makkah,Makkah,Teaching Dental Hospital at Dentistry College in Umm Al-Qura University in Mecca,Periodontics,Periodontics,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1709,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Internal Medicine,Internal Medicine,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1710,Makkah,Jeddah,International Medical Center in Jeddah,Pediatric Medicine,Pediatrics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1711,Al Madinah,Madinah,King Fahd Hospital in Medina,Neurology - 5 Years Track,Neurology,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1712,Makkah,Taif,King Abdulaziz Specialist Hospital in Taif,Anatomic Pathology,Anatomic Pathology,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1713,Makkah,Jeddah,King Fahd General Hospital in Jeddah,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1714,Makkah,Makkah,Security Forces Hospital in Mecca,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1715,Eastern Province,Dammam,Eastern Health Cluster,Endodontics - 3 Years Track,Endodontics,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
1716,Al Madinah,Madinah,"Joint training program in the Western Region, Madinah",Ophthalmology,Ophthalmology,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1717,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Clinical Neurosurgery,Clinical Neurosurgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1718,Makkah,Jeddah,King Fahd General Hospital in Jeddah,Prosthodontics - 3 Years Track,Prosthodontics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1719,Asir,Abha,The Medical City at King Khalid University,Prosthodontics - 3 Years Track,Prosthodontics,POINT (42.96906120309961 19.16294716728891),42.511724,18.246468,42.5238139,18.2024106
1720,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Emergency Medicine,Emergency Medicine,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1721,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Medical Microbiology,Medical Microbiology,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1722,Riyadh,Riyadh,Security Forces Hospital in Riyadh,Ophthalmology,Ophthalmology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1723,Al Bahah,Albahah,General Directorate of Health Affairs in Al-Baha Region,Family Medicine,Family Medicine,POINT (41.44575992033653 20.13329311434446),41.471273,20.021741,41.5057266,20.0583716
1724,Al Jawf,Alquriyat,The program of the Ministry of Health in Al-Qurayyat,Family Medicine,Family Medicine,POINT (39.49162375981367 29.94699214878092),37.361353,31.329635,40.044994,29.790749
1725,Makkah,Taif,"Joint training program in the Western Region, Taif",Psychiatry,Psychiatry,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1726,Makkah,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Diagnostic Radiology,Diagnostic Radiology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1727,Al Madinah,Madinah,"Joint training program in the Western Region, Madinah",Pediatric Dentistry,Pediatric Dentistry,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1728,Makkah,Taif,King Abdulaziz Specialist Hospital in Taif,Anesthesia,Anesthesia,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1729,Makkah,Jeddah,East Jeddah Hospital in Jeddah,Anesthesia,Anesthesia,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1730,Makkah,Makkah,Security Forces Hospital in Mecca,Anesthesia,Anesthesia,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1731,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Cardiac Surgery,Cardiac Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1732,Al-Qassim,Alrass,Al-Rass General Hospital,Adult Critical Care Nursing Diploma,Adult Critical Care Nursing,POINT (43.34184259120778 26.20128104945562),43.522231,25.851747,43.4838773,25.8827324
1733,Makkah,Jeddah,King Abdullah Medical Complex in Jeddah,Obstetrics & Gynecology,Obstetrics & Gynecology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1734,Hail,Hail,King Khalid Hospital in Hail,Anesthesia,Anesthesia,POINT (41.31974306376428 27.39548977373734),41.720824,27.51141,41.6967663,27.5085257
1735,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Dermatology,Dermatology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1736,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Oncology Nursing Diploma,Oncology Nursing,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1737,Makkah,Jeddah,King Abdulaziz University Hospital in Jeddah,Medical Microbiology,Medical Microbiology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1738,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Medical Microbiology,Medical Microbiology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
